tract,medhhinc,medhhinc_se2
06037204110,38464,38757247.62335899
06037204120,41111,17117963.063903693
06037204200,29972,7559992.609085283
06037204300,31026,9420608.087508429
06037204410,32419,43584076.27423989
06037204420,25732,5526072.005986641
06037204600,35725,55944943.59808205
06037204700,50458,70508945.40885617
06037204810,41037,3022736.301401502
06037204820,39598,13899978.38157445
06037204910,37176,26592987.50011548
06037204920,40871,11510448.351364087
06037205110,43063,5429324.932326936
06037205120,28558,4651954.0654650275
06037206010,27669,128591463.86304636
06037206020,96719,59961250.91231603
06037206031,87500,121964833.65822561
06037206032,33750,14514015.576352768
06037206050,22121,4850705.000877672
06037206200,20169,8215454.402675509
06037206300,10262,238880.27642021046
06037207101,38789,17860257.758150794
06037207102,22929,16997449.764876526
06037207103,23031,10302343.84382997
06037207301,46895,43167695.78995021
06037207302,40254,22184386.323112313
06037207400,91705,185439824.46577543
06037207501,62813,65831767.629641265
06037207502,19685,2750153.4538668343
06037207710,83210,92744510.49047957
06037207900,84882,50855539.39819477
06037208000,35638,25883042.839589432
06037208301,41518,60991827.126504734
06037208302,31845,5603509.206308145
06037208401,26153,2851889.394961244
06037208402,41143,12350204.081632653
06037208501,50648,48389149.76764812
06037208502,32485,11256126.975914856
06037208610,40278,28429316.432775013
06037208620,36678,12235110.909913989
06037208710,56745,5291398.268678228
06037208720,27233,5921604.198039561
06037208801,30225,13343587.365231289
06037208802,34226,31223977.605528403
06037208902,32413,3655186.1124712448
06037208903,30096,22322034.71882189
06037208904,25590,11130031.688546853
06037209102,22948,3896124.0195489693
06037209103,26336,2503897.4141037124
06037209104,21907,2945031.5499672024
06037209200,45093,30521426.81608633
06037209300,24684,6385990.151606138
06037209401,21380,3428688.2050239737
06037209402,24813,19515447.566079393
06037209403,18433,3562799.6784952097
06037209510,29199,6967032.455354257
06037209520,28077,9638288.264151292
06037209810,30027,5762918.302676435
06037209820,23705,3471595.790874068
06037210010,25755,8621095.518334087
06037211000,134e3,119134902.6708918
06037211120,41134,24534105.930285197
06037211121,47269,24126310.73253203
06037211122,50104,8978128.80516625
06037211201,41767,3181181.2529448173
06037211202,34636,3777056.383440655
06037211310,37294,2978509.4372742306
06037211320,32182,24132282.961169984
06037211410,42135,48253925.59196607
06037211420,41172,14209920.824826082
06037211500,56250,59951836.734693885
06037211701,57973,43624218.17980248
06037211703,49036,15340674.605740894
06037211704,32455,12171403.072772795
06037211802,36795,6772650.289631471
06037211803,45192,24564225.755490065
06037211804,36452,13633826.73848172
06037211910,43116,5924563.150746944
06037211921,35334,10976432.220692715
06037211922,42364,15907732.190205188
06037212101,49258,35520150.774660245
06037212102,27781,30709788.712225493
06037212202,33409,6709517.096109607
06037212203,23521,6278908.731441874
06037212204,26500,15951404.735728605
06037212303,31215,2622627.654955147
06037212304,26786,6385990.151606138
06037212305,37406,6820194.196284218
06037212306,32543,4576218.253711624
06037212410,41906,17578776.61884129
06037212420,31250,58102390.4065927
06037212501,36709,4269436.165593443
06037212502,44178,43439718.40614924
06037212610,40801,19974650.64069992
06037212620,36708,5643873.947949483
06037212701,49653,26731100.045269355
06037212702,68750,29390239.927569035
06037212800,47614,87493563.06759915
06037212900,40296,7843404.624864885
06037213100,38616,14486237.562476326
06037213201,35447,9499136.186842324
06037213202,35410,4752134.9581027515
06037213310,47629,63098636.930553116
06037213320,29879,16141344.222614352
06037213401,31467,3226882.604558347
06037213402,35901,8528530.224221874
06037214000,104735,229932515.77498358
06037214100,89196,217083053.18687004
06037214400,70174,15618111.806062397
06037214501,86438,55219806.17326151
06037214502,64961,135945676.7768221
06037214503,72202,17289418.981716726
06037214600,102892,45951090.99139882
06037214700,95677,155619937.36199775
06037214800,97214,25304875.232120916
06037214901,60525,45089796.287913084
06037214902,70795,100486913.46162729
06037215101,61609,9091416.376419287
06037215102,61368,75293863.1387367
06037216100,98102,63330634.78718785
06037216200,92823,145286752.33968642
06037216300,86190,89990308.6630759
06037216401,49395,123865398.13933721
06037216402,75074,54320036.21548212
06037216700,65234,24981766.24384475
06037216800,84261,39993129.77522381
06037216900,65750,181127417.89155683
06037217001,73603,116259520.51440766
06037217002,74215,6169712.401031032
06037217100,65568,73167484.04024352
06037217200,61131,73209088.97737455
06037218110,41897,27002080.1729474
06037218120,37604,16564157.759074658
06037218210,33034,4977374.5623192685
06037218220,42347,28539626.943579603
06037218300,44911,70386489.77744107
06037218400,45184,44609406.4171617
06037218500,41410,11125975.924095307
06037218600,46786,82870862.2425883
06037218701,55154,50147061.09514879
06037218702,32218,24564225.755490065
06037218800,46936,14072760.229487902
06037218900,35491,2870398.0931440024
06037219010,54450,42475528.12704982
06037219020,36350,54481449.35837621
06037219300,31190,15345436.941639489
06037219500,71400,99332424.86673257
06037219700,43243,41733956.264262155
06037219800,31212,15378793.987490876
06037219901,29680,15174458.47691725
06037219902,44766,32417274.784970574
06037220000,43134,19811969.216840196
06037220100,51768,203977434.05918276
06037221110,31099,4977374.5623192685
06037221120,34570,3850660.655389362
06037221210,37535,20034467.161242045
06037221220,40391,16569106.34602415
06037221302,39849,17793524.080524016
06037221303,31349,5942332.387912159
06037221304,34375,54284199.14819708
06037221401,21545,726380.5766761209
06037221402,34250,55844956.716955684
06037221500,29271,44196227.30758215
06037221601,32974,24413811.40233368
06037221602,24063,5263468.001958593
06037221710,33388,14980899.65909406
06037221810,16389,15004437.874742473
06037221820,15282,18508302.399275694
06037221900,12014,2300431.444646668
06037222001,51838,54105191.19372511
06037222002,41625,42610339.520144865
06037222100,44432,28780452.878299348
06037222200,36250,9142811.319185892
06037222500,39654,18987342.688999545
06037222600,25742,4581421.457673156
06037222700,5682,5977950.6841215445
06037224010,19848,4746835.672249886
06037224020,21627,3142268.0869541117
06037224200,22634,9375881.22800048
06037224310,28710,11939230.421004979
06037224320,30998,4472775.011317338
06037224410,30148,19104073.317874
06037224420,21402,11943431.786476472
06037224600,39958,12925008.453358708
06037224700,11585,1444380.2256076718
06037226001,38882,75621261.81391524
06037226002,27750,67200127.49327889
06037226410,35543,6618499.089993625
06037226420,29595,11008680.259790652
06037226700,35524,20072578.782531574
06037227010,40023,98848319.95269814
06037227020,37803,25969711.661939565
06037228100,43429,23274025.923633374
06037228210,30491,7600160.752395119
06037228220,35403,3903326.835487477
06037228310,41102,6503275.099084451
06037228320,29338,14653304.755129756
06037228410,39831,7687556.840753503
06037228420,31328,8387097.680176643
06037228500,30908,2664138.3579235226
06037228600,33384,22299063.755878083
06037228710,30690,7337676.481185501
06037228720,36176,9431806.431943534
06037228800,32415,20018144.695632894
06037228900,17241,9106085.863951739
06037229100,43914,3301566.31960163
06037229200,30560,34071527.05536719
06037229300,30958,4224336.803983703
06037229410,27060,9454223.076283477
06037229420,34858,18180244.4545043
06037231100,26328,13499482.08165113
06037231210,28646,17482057.261111774
06037231220,25511,12530308.84784878
06037231300,39148,82373555.3071387
06037231400,39234,22563943.79209357
06037231500,47596,15748111.713675965
06037231600,40401,15455174.656553432
06037231710,26176,33106207.444498844
06037231720,29920,25500965.068689313
06037231800,29902,9694989.514139744
06037231900,29457,5850811.060503875
06037232110,29566,6823369.702792842
06037232120,33205,4345133.9141360475
06037232200,34207,26218135.087443754
06037232300,42838,40672603.17255014
06037232400,38952,22460108.831219222
06037232500,34659,30831184.486470003
06037232600,27309,9536645.079036595
06037232700,35577,5693083.027688214
06037232800,30640,8905416.986169752
06037234000,56442,46314437.22803743
06037234200,60993,88645945.25179923
06037234300,41444,37206291.8856995
06037234501,37778,29055049.01100322
06037234502,24387,32154759.841464873
06037234600,41754,51446827.357470825
06037234700,38325,41092386.43397603
06037234800,52679,26831770.216461413
06037234901,16386,3462540.4421614725
06037234902,25893,19774105.930285197
06037235100,70893,101586792.43539879
06037235201,41678,72762455.63141508
06037235202,27500,8166739.405585685
06037236000,73087,72638057.66761208
06037236100,21742,3229066.989403276
06037236202,28780,8757281.991112426
06037236203,27092,19714679.650040183
06037236204,23491,11796823.754399903
06037236400,53611,81954772.77556562
06037237101,30530,6652949.991223288
06037237102,32500,10819900.407424174
06037237201,41858,19279839.986696355
06037237202,40511,47992467.17971934
06037237300,32222,2959654.8442826653
06037237401,33661,27522620.81835903
06037237402,34719,3734644.3584224093
06037237500,31520,11846987.370774476
06037237600,37841,80246744.20968026
06037237710,26694,13215103.334226402
06037237720,31335,21638049.907151636
06037237800,41406,21171186.888517287
06037237900,43560,45425141.6745965
06037238000,60015,252240048.04094568
06037238100,44773,47832569.543888174
06037238200,46875,40339872.69149398
06037238310,24203,9491643.27750113
06037238320,25608,15675823.024547076
06037238400,50774,93002280.46673624
06037239201,34418,5333432.248408644
06037239202,31716,23568221.28398666
06037239310,34792,12281935.680564666
06037239320,40278,16942356.777930725
06037239330,35656,11939230.421004979
06037239501,37692,14324729.446328102
06037239502,29708,11659422.58478765
06037239601,34048,10057959.18367347
06037239602,33750,8327346.9387755105
06037239701,32938,23450321.412403803
06037239702,38281,60963345.12800141
06037239801,32368,43736713.81454347
06037239802,34762,15160253.508374829
06037240010,29971,6807499.561164439
06037240020,41161,33421753.309743993
06037240200,31676,38447538.36346671
06037240300,25067,15412187.248824382
06037240401,29810,18870969.78039745
06037240402,33705,11428098.779575208
06037240500,30313,45984063.34013913
06037240600,36038,15127134.449977364
06037240700,41763,8489518.389519682
06037240800,35760,5617908.55590765
06037240900,35753,28035254.66320525
06037241001,37917,30521426.81608633
06037241002,39837,63301611.77372715
06037241110,36141,26957874.00338134
06037241120,24945,25280417.21713583
06037241201,37092,44991881.44972792
06037241202,33625,19114702.931421548
06037241300,33281,79844273.79643573
06037241400,30042,6493976.958823366
06037242000,36122,12095173.178370487
06037242100,15385,6004734.250422667
06037242200,26196,7479975.609981431
06037242300,27927,34057335.02092552
06037242600,16234,5707596.936465848
06037242700,33568,13701248.510268752
06037243000,46850,17193500.06005118
06037243100,23606,11576540.86713907
06037261101,210486,373018150.60836464
06037261102,175e3,798878437.9301742
06037261200,164844,473492308.8293716
06037262100,184107,1251740098.4839385
06037262200,175491,784851294.7958721
06037262301,218750,1110935501.7045298
06037262302,161645,479570061.62175155
06037262303,221635,1067799638.2147245
06037262400,250001,.
06037262501,192917,2394332295.1561794
06037262601,208482,737262795.4287193
06037262604,190217,426315804.5472602
06037262704,111579,252974342.80910188
06037262706,188646,881855304.3671067
06037262802,214032,64516539.573729
06037264000,215560,646303119.8898753
06037264102,97500,84987102.85381696
06037264103,88068,132117206.60378231
06037264301,90967,17757642.298204932
06037264302,90451,30932530.556813035
06037265100,105543,191178952.52261156
06037265201,66250,691674012.2504411
06037265202,76037,376548716.6600456
06037265301,.,.
06037265303,15924,3229066.989403276
06037265304,18186,8814942.95137702
06037265305,18150,63524291.53463106
06037265410,133711,299658198.27976465
06037265420,171e3,1052874282.0188284
06037265510,43073,26983130.23715598
06037265520,96364,76246337.70937075
06037265601,104116,89001158.89542781
06037265602,111659,65221579.62324812
06037265700,84327,268023673.46938774
06037267100,85396,48456832.80827044
06037267200,86538,170679532.15509835
06037267300,61290,45163302.26069603
06037267402,66076,68190447.61227262
06037267403,81823,78266020.82390223
06037267404,87813,240278268.30868158
06037267501,75780,67919641.9101819
06037267502,80313,26261730.76745411
06037267600,68510,140418898.19938838
06037267700,84608,41193767.24161824
06037267800,70938,60187412.902689375
06037267901,123889,717914201.0883121
06037267902,107841,233003057.99096462
06037269000,116613,109402698.05341782
06037269100,81736,60262894.8365222
06037269300,155972,295484605.2789609
06037269500,167e3,469295182.41701394
06037269601,46474,16322582.385602498
06037269602,57306,24449868.718877316
06037269700,80417,133743249.23088296
06037269800,59444,69928229.0444471
06037269903,57847,125290257.48099148
06037269904,62634,63504912.55624024
06037269905,63603,9732882.733899355
06037269906,75434,45245045.77747803
06037269907,63919,30898730.056078564
06037270100,61745,63834757.25464473
06037270200,62826,47128850.98992064
06037270300,72326,20356827.44985726
06037271100,89688,95670993.43132454
06037271200,67152,75652983.25033952
06037271300,91411,126654842.06539111
06037271400,110179,91321550.98345357
06037271500,93009,62146145.730360955
06037271600,82586,40023890.76228046
06037271701,90045,65123428.27579199
06037271702,58665,62530118.531794794
06037271801,54306,49760373.98028473
06037271802,61731,14592864.441385426
06037271901,86094,146446780.42516235
06037271902,70200,37206291.8856995
06037272100,88192,35144355.2812705
06037272201,58482,63369342.48574939
06037272202,58689,9889017.655047532
06037272301,70966,34634477.13897692
06037272302,59867,31858990.58582238
06037273100,118958,248373767.79593682
06037273200,83426,25341584.427342683
06037273300,68802,61315087.99807836
06037273402,62809,484856305.46650535
06037273502,69225,139641991.85151652
06037273600,120938,174015391.5799004
06037273700,107568,389060636.54253006
06037273800,94417,48829935.05233692
06037273902,113125,509963471.88218886
06037274100,106968,30300172.762631536
06037274202,94766,607674947.9402446
06037275101,79514,23905857.854232684
06037275102,53500,19779512.753947213
06037275200,56573,93471869.62426436
06037275302,83606,81218992.8030968
06037275311,86031,26882176.25483874
06037275400,136860,60603148.89921564
06037275500,37301,23810840.25461701
06037275602,121833,77033968.27449858
06037275603,70078,103309614.6561839
06037276000,116613,77130037.2317329
06037276100,63344,23151014.864977222
06037276400,109107,301006679.5391764
06037276500,87422,78610591.180791
06037276601,116875,289e6
06037276603,79688,121414944.7991057
06037276604,76554,98473952.01448618
06037277000,142688,101317380.29027817
06037277100,123750,81449253.42522705
06037277200,63139,26731100.045269355
06037277400,38981,30952819.72635138
06037278001,92900,163855562.67957613
06037278102,155694,419988338.6147577
06037291110,41509,19135971.027614307
06037291120,42011,11947633.891039439
06037291130,55956,11638674.439445313
06037291210,5e4,82186073.29939671
06037291220,50642,21468716.66004564
06037291300,74375,64038911.68780775
06037292000,36799,17233854.454411913
06037293201,54420,41702544.8767103
06037293202,36059,12431518.555815265
06037293301,79855,10940209.717205126
06037293302,66094,115840402.43530639
06037293304,54740,61534248.944484994
06037293306,84260,9095082.639665192
06037293307,47337,53356586.136491716
06037294110,52188,48838431.27835109
06037294120,41125,67639375.46770632
06037294200,61321,56464489.79591836
06037294301,66510,40347595.088737175
06037294302,49882,30440877.671122767
06037294410,44464,8989061.0766715
06037294421,46406,26655721.584242564
06037294510,43567,24618488.003621545
06037294520,48125,32833944.99311721
06037294610,40970,15570100.42405373
06037294620,40941,7200005.912731774
06037294701,31786,34028959.821139865
06037294810,40917,29621385.24219104
06037294820,36739,9664728.152918024
06037294830,35e3,4923273.066582902
06037294900,38983,10553611.29331769
06037295103,101652,328501852.3480012
06037296210,30875,26901090.714239523
06037296220,26512,5812642.529171015
06037296300,83068,111100570.39384338
06037296401,79605,19639175.543463197
06037296402,95789,413436204.0262008
06037296500,36569,23092552.72955719
06037296600,33116,9405687.308875566
06037296901,42500,10439380.641346624
06037296902,44743,8869171.940392273
06037297000,78297,39075799.00407424
06037297110,34735,37028519.69216841
06037297120,46314,73918182.2045251
06037297201,58947,38636237.654862754
06037297202,66813,174625380.03159615
06037297300,79554,67619378.60884507
06037297400,91164,78545926.58973955
06037297500,109241,336705767.6850731
06037297601,51912,91135749.30017278
06037297602,66063,81899749.26321816
06037300100,136250,20214453.30327695
06037300200,81970,52975389.73217172
06037300301,104679,32535061.206012506
06037300400,92578,78115509.28021728
06037300501,101510,167517551.02040818
06037300502,71083,48711065.49274305
06037300600,61742,59004811.855027206
06037300701,120473,54490423.776572645
06037300702,122500,250793913.9512754
06037300800,91017,83014807.32809193
06037300901,156e3,320965194.7044096
06037300902,135893,37058118.82743138
06037301000,57328,31312358.533272978
06037301100,68191,185456381.22338116
06037301203,60656,26499024.953575812
06037301204,53116,31196808.603024736
06037301205,106458,83703033.04662743
06037301206,55699,40765702.090705
06037301300,114643,169648645.52249148
06037301400,124602,493839168.5220942
06037301501,87014,56473626.07514712
06037301502,48150,50734227.880378045
06037301601,40486,122569800.35291615
06037301602,55536,10368791.493057158
06037301701,80417,94603708.3914598
06037301702,47306,21048293.714950897
06037301801,55066,56894693.87755103
06037301802,53102,41326530.6122449
06037301900,50278,13881852.902319824
06037302002,45583,13809469.239936808
06037302003,43580,30730004.71170813
06037302004,42241,103705436.57209374
06037302102,56686,51246450.42082021
06037302103,39709,17173340.60106614
06037302104,49188,30467715.560647074
06037302201,21522,4749484.945630583
06037302202,33466,32889702.05375043
06037302301,61250,64165456.34279062
06037302302,46270,11341949.908075497
06037302401,34807,20099823.541911107
06037302503,34939,37265643.88725159
06037302504,34294,6315520.36658937
06037302505,35243,21933136.61181992
06037302506,59254,10787930.266719634
06037310100,126250,510979841.2801064
06037310201,74216,45531730.120749064
06037310202,71085,19221161.667020813
06037310300,132500,182307451.33544588
06037310400,81719,243834395.09982353
06037310501,56887,88006069.41916648
06037310601,53071,29114060.660932552
06037310602,77727,64175195.72066038
06037310701,25804,62117395.44165334
06037310702,41121,15459954.730647352
06037310703,46096,55690607.440803394
06037310800,62468,49588993.449801825
06037310900,67577,60603148.89921564
06037311000,90750,105433571.75192393
06037311100,105987,105109237.71953328
06037311200,78300,111267229.23845862
06037311300,87286,107642201.7534945
06037311400,83188,63524291.53463106
06037311500,83827,11150321.59717667
06037311600,74312,86145480.54803632
06037311700,80046,46778947.34897128
06037311801,58199,30046392.402139667
06037311802,54e3,80541077.41059302
06037320000,.,.
06037320100,67536,26611799.96489315
06037320201,32417,12461543.777311739
06037320202,64028,234639075.39656878
06037320300,47909,14278750.565866908
06037400204,111836,28604615.256695706
06037400205,159826,1120153411.7386203
06037400206,123622,48787465.00863813
06037400207,123663,37184047.08012675
06037400302,70893,102065265.84196377
06037400304,71480,44967419.36973975
06037400402,110417,301069963.8769043
06037400403,97174,68381337.5707911
06037400404,121563,28617621.788416587
06037400501,124663,45654871.99859572
06037400602,59865,38131563.455622174
06037400603,81544,40093146.22000905
06037400604,77821,33604750.87998078
06037400800,84400,56592464.96244492
06037400900,84250,88703189.73401946
06037401001,110594,50595763.52768359
06037401002,73813,85548442.82665534
06037401101,61953,102581802.08978115
06037401102,71681,79172132.18650974
06037401201,111250,160942770.6691549
06037401202,91875,124447926.75603516
06037401203,76029,82550204.08163266
06037401303,107738,125562583.12469396
06037401304,120347,21910366.681756455
06037401311,77176,81021885.9766632
06037401312,70839,22115721.769015435
06037401500,73919,4630999.344056318
06037401601,66829,49400816.32653061
06037401602,68662,35072316.03551334
06037401603,59554,33858956.957160406
06037401701,69375,167250145.87817922
06037401703,55219,16722879.130828429
06037401704,51406,46987066.26878909
06037401800,103119,65743015.67797784
06037401901,.,.
06037401902,82790,206677765.72648072
06037402001,61214,50250430.42839589
06037402002,58024,39709151.245831065
06037402101,68636,64019454.365720935
06037402102,67268,22333524.63484262
06037402200,66235,62328385.36229339
06037402301,58007,43616188.32050701
06037402303,41582,7690928.206502156
06037402304,35437,2662154.2668674528
06037402402,55142,27823220.036769804
06037402403,60592,119081827.03411831
06037402404,.,.
06037402405,63810,25734804.741271794
06037402406,45885,59257238.56948845
06037402501,38014,4370514.315277943
06037402502,46250,34792069.17896176
06037402600,42438,42856721.94454966
06037402702,34734,8327346.9387755105
06037402703,64453,22737534.20607718
06037402705,70975,30373834.68371505
06037402706,66081,33717613.1040918
06037402801,33878,13352471.244722422
06037402803,44196,18992640.866215207
06037402804,45491,11117866.612466626
06037402902,53814,17143123.58533273
06037402903,52232,26480252.399737626
06037402904,70313,96206880.94160253
06037403000,59231,20455686.846943393
06037403200,.,.
06037403303,92174,51316102.40112342
06037403304,96296,96624717.06654595
06037403305,87232,59669755.08356354
06037403312,78468,98510150.12795523
06037403316,85913,59116934.987666406
06037403317,89279,62050337.302870445
06037403318,90795,31088250.847645532
06037403319,77339,65920579.44771389
06037403320,98182,74851423.767334
06037403321,110456,35512905.09141638
06037403322,99118,195948939.49612442
06037403323,94821,75981160.92792933
06037403324,102059,59961250.91231603
06037403325,108529,78815537.92001182
06037403401,80556,210946929.16732106
06037403402,9e4,71677582.06224997
06037403403,119137,141602766.04983324
06037403404,113750,167092948.51304033
06037403405,116974,67020847.5531453
06037403406,74491,96971610.01838489
06037403407,139583,137523740.91148457
06037403408,92340,43600130.81919051
06037403500,106667,227028869.28243458
06037403600,77936,57695337.25667723
06037403702,108423,13396934.98766641
06037403703,81891,54382779.53825261
06037403721,64063,152766594.5436572
06037403722,56574,15160253.508374829
06037403801,63333,53543248.49179146
06037403802,62478,27420661.671640135
06037403901,77375,28267483.11637919
06037403902,69178,22894334.309549984
06037404000,72188,123905995.32524645
06037404100,59200,64672884.027309425
06037404201,45025,17183418.852375716
06037404202,55769,35194826.72924307
06037404301,47169,6829722.933084505
06037404302,68828,29966472.963110097
06037404401,59e3,34227834.55437404
06037404402,57393,93507136.48247892
06037404501,52063,18982045.250875358
06037404503,71815,151147966.48220176
06037404504,41827,10119747.230716642
06037404600,54500,57243712.08691715
06037404701,52401,26006899.788435064
06037404702,46786,27357033.28683216
06037404703,44063,22621733.354274258
06037404801,50644,42317199.95195906
06037404802,53229,7436810.820299147
06037404803,55556,78094019.45658301
06037404901,71107,37273066.21335723
06037404902,71250,8464739.239290101
06037404903,59583,103309614.6561839
06037405001,7e4,52041532.875712536
06037405002,63958,10267252.15029425
06037405101,68207,28131900.11178758
06037405102,41264,4095394.90581203
06037405201,53596,49537636.93979176
06037405202,61150,26280425.716687758
06037405203,74398,27369753.05106198
06037405301,66146,112437338.53161003
06037405302,62500,38064024.16829113
06037405400,77969,60008332.886798896
06037405500,77316,33155194.05770457
06037405600,88343,13082842.91534631
06037405701,78988,58362169.23346976
06037405702,65919,11284698.404486286
06037405800,62414,50250430.42839589
06037405900,74688,47916692.935209386
06037406000,69340,31810971.443353254
06037406101,68833,70152080.63487957
06037406102,54776,50017999.09461294
06037406200,41953,28325689.895695712
06037406300,93452,86145480.54803632
06037406402,102292,157292767.43562973
06037406411,76471,87254905.62725767
06037406412,93462,130528888.68358572
06037406500,75156,31907045.943773616
06037406601,94082,32625277.297881577
06037406602,77679,50872881.44048927
06037406701,70213,18944983.878567267
06037406702,72983,19392110.568084184
06037406800,78289,43455746.34380687
06037406901,57570,11020785.469461665
06037406902,62679,52710248.05757522
06037407001,83083,225346637.96528116
06037407002,68571,38590907.69671381
06037407101,58889,95373924.85287459
06037407102,61432,60102552.26762502
06037407200,59241,16307849.705749206
06037407301,70650,107579140.62139115
06037407302,62500,30079723.57978954
06037407400,80200,99017622.15796232
06037407501,59154,30635720.290832493
06037407502,72593,63815330.97439972
06037407601,45134,71081812.25228888
06037407602,63158,37757102.76143051
06037407701,44211,79572907.12391791
06037407702,74440,18330890.88238283
06037407801,72467,77611280.01404275
06037407802,73287,23145165.325523604
06037407900,90592,66881573.156197734
06037408003,81579,102631064.0145601
06037408004,64375,17896243.013275933
06037408005,96875,42880603.09864099
06037408006,60208,80290315.1301263
06037408133,60625,53223455.437403575
06037408134,92045,76597078.37141195
06037408135,80975,53001940.48465923
06037408136,68359,81339564.85989597
06037408137,62352,35927088.62630612
06037408138,47546,26869570.310695577
06037408139,6e4,13508417.69754529
06037408140,61250,13714752.820095895
06037408141,70486,55618046.39646714
06037408202,59250,199247383.15425763
06037408211,48068,31742435.49117247
06037408212,72019,73229895.8804889
06037408301,64487,39847176.57819126
06037408302,78355,107050156.5950056
06037408303,72778,35165981.46728134
06037408401,71375,43135749.30017276
06037408402,87083,47270849.30848754
06037408501,61098,12065592.889940042
06037408503,124830,19757889.893847983
06037408504,80761,78599811.90122041
06037408505,109688,127435962.34328952
06037408623,63601,11709293.520939386
06037408624,94063,63446793.35926313
06037408625,88021,224544303.9144132
06037408626,78900,108552330.81734279
06037408627,97743,53962197.68849143
06037408628,67065,37637665.5795863
06037408629,81667,54275241.729104504
06037408630,69650,44349932.09597103
06037408631,74750,97499117.34000978
06037408703,105179,125726120.41647805
06037408704,37365,45269583.24479633
06037408705,61212,6938180.17202354
06037408706,129750,550294591.1438364
06037408722,79615,77579150.59912601
06037408723,62672,25036487.467780236
06037408724,38995,10668463.521216543
06037408800,41250,17107904.028972384
06037430002,70040,53988994.55843903
06037430003,108340,16121811.513197402
06037430101,47417,19601477.81339788
06037430102,67639,171920718.02736485
06037430200,103750,196187278.75758725
06037430301,122667,75209488.45631507
06037430302,81439,193844258.2755148
06037430400,142171,251545384.8356907
06037430501,121269,165227972.76447925
06037430502,85125,114600604.20727819
06037430600,120855,164556648.22017536
06037430701,86250,57732282.96116998
06037430721,73828,47362844.39352926
06037430723,83917,181225607.67176944
06037430724,55391,91693721.97226559
06037430801,84920,88875034.04440092
06037430802,103250,219562134.49617058
06037430803,96591,198030765.05205974
06037430901,60052,33696437.024787284
06037430902,80682,16653345.405160705
06037431001,66481,16009727.921951938
06037431002,40777,16852397.520348117
06037431100,70694,74137857.5585961
06037431200,57750,20450188.375938874
06037431300,86635,46712446.85470385
06037431400,71250,125780656.49799983
06037431501,48884,22431308.284291532
06037431502,6e4,83214322.11454071
06037431600,100607,75652983.25033952
06037431700,107719,155028990.49343595
06037431800,67844,65290329.54240999
06037431900,53264,131252193.16155614
06037432000,74327,235869844.51363164
06037432101,81875,105433571.75192393
06037432102,78600,21288827.70853928
06037432201,57966,57483128.943745896
06037432202,46964,140909167.13629773
06037432300,47188,29377058.97026081
06037432401,41094,18602572.03832189
06037432402,48438,110230851.89530768
06037432500,55343,64e6
06037432601,49673,13463769.181733353
06037432602,71149,73521502.94250791
06037432700,39345,62847786.3286555
06037432801,24875,11742599.939024955
06037432802,35278,28416352.768359497
06037432901,60218,40843365.82256261
06037432902,64844,132312925.41643184
06037433101,40855,10863936.585951718
06037433102,38479,25617751.498969886
06037433200,41296,38560702.506443955
06037433302,31563,34957206.97332804
06037433304,41755,12990656.405613398
06037433305,49280,20444690.644025832
06037433306,51979,20803580.528635178
06037433307,51818,23668668.61909997
06037433401,46532,10057959.18367347
06037433402,42229,15493435.943866001
06037433403,34342,23080869.171570845
06037433501,23533,15032708.123539139
06037433503,46296,23971292.209052026
06037433504,34583,6851982.520486692
06037433601,57464,60726253.82248871
06037433602,34900,14765215.029425079
06037433700,55469,59942423.29616319
06037433801,46627,16678162.249055348
06037433802,62167,36102200.0905387
06037433901,32234,27771938.914089855
06037433902,43333,14597509.261740007
06037434001,51786,25402825.54669672
06037434003,40394,7728062.009774484
06037434004,50819,11498077.068763223
06037460000,126532,166684581.25848797
06037460100,124318,72503413.30918968
06037460200,93036,176736416.33022606
06037460301,88482,114965325.15405439
06037460302,81486,43592103.17716946
06037460401,83167,56555885.84732217
06037460501,184405,414499895.97287536
06037460502,146250,436009941.1498416
06037460600,156042,100182453.96845928
06037460700,179750,709436987.8327066
06037460800,205170,273163531.0095066
06037460900,76638,38214192.773533136
06037461000,57375,14500123.243502922
06037461100,73125,69147565.5250783
06037461200,131512,377493009.48808676
06037461300,86528,108122070.19521254
06037461400,59464,42435918.367346935
06037461501,73802,104947258.06302601
06037461502,52165,35796034.40470801
06037461600,59375,69735190.54702006
06037461700,126705,52816224.90553486
06037461901,50967,20230855.590765048
06037461902,.,.
06037462001,41589,25317108.674162284
06037462002,34962,20742625.807226468
06037462100,54972,68925323.67587143
06037462201,31292,26174575.62291553
06037462202,63634,21916058.05563511
06037462301,53351,39839502.221893735
06037462302,80789,104226101.38487265
06037462400,82500,257890407.1470145
06037462500,90815,87949050.35984515
06037462600,115966,24618488.003621545
06037462700,67027,73042740.18163174
06037462800,66944,43624218.17980248
06037462900,116250,204568244.56536803
06037463000,111007,32375754.104267333
06037463101,84643,61191387.36707902
06037463102,93934,172383331.27003628
06037463200,91650,249697632.5052429
06037463300,90662,63166258.996129
06037463400,83869,25858306.92621096
06037463500,78218,66851747.48939866
06037463601,79523,25889228.665662736
06037463602,75395,49803265.306122445
06037463700,117500,419390561.4323593
06037463800,165139,140188479.04213747
06037463900,97689,149404181.040456
06037464000,108519,193032593.93390673
06037464100,165921,708077541.4122189
06037464200,127422,444274139.74372
06037480002,102944,60707306.47351743
