tract,medhhinc,medhhinc_se2
06019007003,47750,28228711.855951067
06019007004,57202,97127315.52738796
06019007100,34742,1629696.6953372569
06019007201,62412,32147865.96576159
06019007202,56082,49315399.52513373
06019007300,42270,35404308.53373491
06019007400,36649,19936632.14493584
06019007500,45e3,17208627.414750416
06019007600,38750,13669764.32220693
06019007700,49987,5626557.034765015
06019007801,41521,6227224.434364058
06019007802,20554,4952992.304210049
06019007901,.,.
06019007902,57625,18697081.14300496
06019008000,62188,70795089.10671556
06019008100,45924,33456906.347871874
06019008200,32067,2905522.3067044835
06019008301,26091,6791647.896822831
06019008302,30712,7969895.326170304
06019008401,42471,11771781.857152095
06019008402,44167,10960325.939339068
06019008501,30793,7112191.868146082
06019008502,32367,2701976.515368483
06021010100,43629,7317929.435241729
06021010200,45650,72410271.15418373
06021010300,47381,60083702.47872802
06021010400,48813,40618344.61987602
06021010501,46961,15579696.787723692
06021010502,52257,91903400.74463464
06023000100,27083,22952545.153869607
06023000200,41276,9102417.383431416
06023000300,44992,15618111.806062397
06023000400,44076,15321632.653061224
06023000500,28107,2886900.527526538
06023000600,52885,17405888.341755893
06023000700,57023,45572758.93607782
06023000800,61241,8062837.926478876
06023000900,59509,47112159.34812132
06023001000,25387,13562093.476593897
06023001101,33765,10415824.317957152
06023001200,41599,17426183.79357175
06023001300,36335,3657510.9246958178
06023010102,35e3,36233813.06528949
06023010200,53906,34014776.655795865
06023010300,50269,2686012.139577424
06023010400,56e3,22327779.307286516
06023010501,54179,12401529.549800906
06023010502,45467,20455686.846943393
06023010600,57679,38109043.70802192
06023010700,54388,31040816.326530613
06023010800,47426,5900912.223649078
06023010901,40652,14779233.746916601
06023010902,53411,8836614.591513382
06023011000,49707,11097606.267495682
06023011100,37122,10756007.427869292
06023011200,48315,21916058.05563511
06023011500,40693,94473673.00745557
06023011600,33365,19424247.743461348
06023940000,28e3,31900178.675363306
06023990100,.,.
06025010101,.,.
06025010102,28750,26068939.12657865
06025010200,36488,28591611.681340713
06025010300,65048,96111502.66534863
06025010400,28848,23995108.692639574
06025010500,43281,104002799.67849523
06025010600,66650,90463804.28857826
06025010700,31641,10360963.036187766
06025010800,68088,98498083.35104074
06025010900,46360,41451679.49298325
06025011000,77380,28429316.432775013
06025011100,37661,49136264.81647434
06025011201,87570,8348411.045722046
06025011202,26455,10127484.04024353
06025011300,44886,19056276.6419379
06025011400,29806,12642455.63141508
06025011500,27250,9257129.923042102
06025011600,39350,58734287.007695794
06025011700,46179,21350579.170554593
06025011801,94615,4539878.604225755
06025011802,47818,7566679.908722203
06025011803,109299,77965142.59846084
06025011900,45304,38109043.70802192
06025012001,18760,2049509.8899677568
06025012002,62258,10061815.393427629
06025012100,22135,13140074.093920048
06025012200,34421,6858349.054424848
06025012301,47708,237909527.44339022
06025012302,31593,5127678.051754881
06025012400,28e3,56858017.202354
06025940000,27250,45507121.70064948
06027000100,53013,21887608.57715653
06027000200,78981,18242505.52008943
06027000300,91313,60008332.886798896
06027000400,40625,9862272.521502944
06027000500,51739,9472923.938248906
06027000800,36339,58622527.50806072
06029000101,54913,26768829.18672222
06029000102,43192,10680380.262562245
06029000200,31209,8087022.10807365
06029000300,35307,91321550.98345357
06029000400,22226,5771677.645254571
06029000503,111149,63466163.46855628
06029000504,37697,14872861.854565274
06029000505,83500,49204468.17749281
06029000506,66679,14592864.441385426
06029000507,72470,59266598.0543417
06029000600,23582,7918493.362034718
06029000700,53737,12435805.655897487
06029000800,52904,25054741.179405212
06029000902,47610,25262081.46635748
06029000903,50394,57880184.033776484
06029000904,51939,21864862.29802016
06029000905,63141,53623346.42141148
06029000906,47500,70396690.34838924
06029000907,42396,186633800.13118875
06029000908,57154,29760507.016749654
06029000909,101522,42864681.5901553
06029000910,64746,36666889.99547306
06029001000,60500,80934359.80820575
06029001101,32528,10920111.972357979
06029001102,32690,15661385.242191035
06029001103,27328,17400816.326530613
06029001201,32222,40023890.76228046
06029001202,21746,4019476.5384650915
06029001300,22728,3419689.0272632367
06029001400,24821,21853493.593000807
06029001500,25193,3606535.7858852004
06029001600,25114,7509932.095971028
06029001700,62130,76735469.92359641
06029001801,48667,21519446.790033348
06029001802,58133,19553062.517899875
06029001901,44240,24975689.803309284
06029001902,32750,10936188.690052753
06029002000,25602,21938830.94206447
06029002100,26818,5199508.873716983
06029002200,22121,8574750.418048615
06029002301,34026,3673805.304829039
06029002302,32872,7620284.734989514
06029002400,40162,6121488.160678485
06029002500,29714,15777073.752090244
06029002600,34101,6227224.434364058
06029002700,35811,5900912.223649078
06029002804,49953,6766323.666632791
06029002806,66399,75125161.07574764
06029002807,96172,137053635.4985634
06029002808,96988,104636109.79203813
06029002811,119079,75568407.53503755
06029002812,33056,6315520.36658937
06029002813,33906,18149153.832651213
06029002814,36331,10684353.98786042
06029002815,48918,56876354.06176956
06029002816,44692,9984831.62572408
06029002817,35758,9109755.083563529
06029002818,71322,35259771.80550808
06029002819,64882,24860377.86051496
06029002820,82210,11688501.030108739
06029002821,74737,18149153.832651213
06029002900,37488,21938830.94206447
06029003000,29629,15810896.425568867
06029003103,37826,14315527.757504089
06029003112,44261,10502327.583817592
06029003113,45724,13741781.395219926
06029003114,59086,75684711.33858705
06029003115,37545,6475400.633770937
06029003121,37870,5640985.948023393
06029003122,47783,14962082.39022182
06029003123,90653,36204545.04300589
06029003124,69120,16817478.03512532
06029003202,49284,22917609.778180167
06029003203,87589,56291040.917951606
06029003204,112195,82296330.96516107
06029003205,70601,30501279.552110568
06029003206,78267,18367346.938775506
06029003303,33333,24168131.853918567
06029003304,60270,11227591.762825547
06029003305,34588,8309813.841335539
06029003306,48250,76267571.8073558
06029003400,36058,10236109.792038137
06029003500,49677,39785802.4223723
06029003600,44826,49854759.28714628
06029003700,38295,14063639.840725789
06029003803,105088,16445613.399728384
06029003804,93678,104947258.06302601
06029003805,94338,45695956.245784864
06029003806,104675,17032555.50115021
06029003807,91250,48524563.15074694
06029003808,72019,68693362.40426455
06029003809,106760,63805618.94291442
06029003810,132875,217154712.53961068
06029003811,76136,31982634.676324125
06029003812,72335,12772476.603135593
06029003813,107917,299237418.72303474
06029003900,61458,1032538088.524681
06029004000,48418,11182823.883740911
06029004101,48155,71677582.06224997
06029004102,27978,19088134.44073872
06029004200,47500,61763355.475282006
06029004301,41230,9279338.143586995
06029004302,.,.
06029004401,48690,31047590.469415467
06029004402,24485,1262037.1208691716
06029004500,34276,3510212.950730315
06029004601,.,.
06029004603,.,.
06029004604,53283,1546961.317800094
06029004701,35502,2724004.767139993
06029004702,31842,4971951.10909914
06029004800,28136,2218198.279764599
06029004901,31777,7012032.778706776
06029004902,60164,30973115.547712974
06029005003,31766,9585517.13306418
06029005004,53750,76235721.76901545
06029005103,52891,66217051.20980035
06029005104,98600,170758960.4678449
06029005201,39107,78126255.30067164
06029005203,36329,24239909.4612947
06029005204,30808,29661101.061520122
06029005300,25e3,91402898.71675242
06029005401,65258,35462206.003270485
06029005402,68864,73261111.77834645
06029005403,59406,39220333.884572394
06029005404,59825,40478988.92286657
06029005501,71808,295610014.31989723
06029005506,62321,62107813.4902671
06029005507,50833,47866210.03131901
06029005508,40449,13890914.163764192
06029005600,45382,52322576.84241646
06029005700,64464,57437048.438207336
06029005801,75278,60612614.074149355
06029005802,41406,9774650.64069992
06029005900,29702,30912248.039097935
06029006002,.,.
06029006003,49706,31585083.286370233
06029006004,39032,1275732.4858417788
06029006006,83191,70887186.92547187
06029006007,66176,76703522.32518178
06029006008,78500,46430347.46537819
06029006100,43482,15622917.009266358
06029006201,36783,9021897.802126735
06029006202,51563,8198039.559871027
06029006301,43e3,61601027.70669155
06029006303,35472,4083101.966907179
06029006304,31250,7580063.377093708
06029006401,37056,19290518.38028104
06029006403,40306,8316824.863037111
06029006404,28494,745152.0218771076
06029006500,39408,52825061.11362608
06031000100,90078,17092821.019761454
06031000200,5e4,55799537.69828439
06031000300,46925,7002377.657264807
06031000402,72143,32182342.735192765
06031000403,58954,15941694.55197199
06031000404,61737,12768131.85391857
06031000405,41420,3517049.9163902774
06031000500,49805,8696224.535989134
06031000601,90234,18602572.03832189
06031000602,73904,24969614.10186528
06031000701,77459,7164164.7804436395
06031000702,63125,52102946.57292523
06031000800,37464,8703396.679631563
06031000900,32418,5257890.8177123265
06031001001,63281,98473952.01448618
06031001002,45365,29933204.608235326
06031001003,43930,32106518.23246274
06031001100,31828,2271021.5168004725
06031001200,53309,10795918.367346939
06031001300,36005,32085854.34354819
06031001401,37250,19585332.729741964
06031001402,35128,45638443.47336037
06031001500,38596,24317788.63831635
06031001601,45901,43415682.042848825
06031001602,.,.
06031001701,34329,7324508.827523767
06031981800,.,.
06033000100,39302,110537421.12508197
06033000300,46294,9194351.123880967
06033000400,40558,72255167.26563872
06033000501,29383,19125335.501334988
06033000502,36023,59942423.29616319
06033000600,36547,31081472.27021184
06033000701,27147,11651121.109376298
06033000702,28771,2276521.4659879347
06033000801,24023,3451237.8858288443
06033000802,29886,21076192.57028298
06033000900,53958,97259163.9027725
06033001000,50023,97691292.94814348
06033001100,62670,132284956.71695566
06033001200,48994,133251585.25882061
06033001300,56462,49460652.063451
06035040100,40500,57732282.96116998
06035040200,46333,70764403.1374433
06035040302,66473,37102539.70307
06035040303,43125,44641893.9218965
06035040304,32273,57944950.2499053
06035040305,61288,63311285.3724559
06035040400,51818,16112049.593037756
06035040500,77125,140692766.6965383
06035040600,47063,6318576.140279561
06037101110,51209,34892541.27363937
06037101122,85460,23409126.30149389
06037101210,34627,36902855.295128465
06037101220,40273,19072202.21542669
06037101300,81076,19606860.986132793
06037101400,68313,35621667.94467901
06037102103,81477,40254975.10185604
06037102104,74138,20428201.882835526
06037102105,47431,19893226.780979477
06037102107,76875,232205722.0461747
06037103101,72734,80442906.47721288
06037103102,71979,32917598.322262354
06037103200,66522,106710783.89889228
06037103300,94306,73188285.0306261
06037103400,76917,115918929.42600308
06037104103,83542,120572414.88899769
06037104105,39693,35426014.54162471
06037104108,44672,11859544.904426234
06037104124,81078,33866031.9102743
06037104201,50968,24993921.34219011
06037104203,41830,59632194.454966225
06037104204,47708,97799474.87550926
06037104310,68413,59604031.74397871
06037104320,46972,16688094.16025351
06037104401,70147,77525616.35609426
06037104403,56250,81460226.34676325
06037104404,54242,16892349.848948177
06037104500,56875,107175986.91808096
06037104610,58049,13343587.365231289
06037104620,53173,25439605.69469979
06037104701,27917,6778979.868996036
06037104703,40921,24878567.2711819
06037104704,53145,49034048.46592326
06037104810,68250,35643440.47080127
06037104821,52625,35636182.223002374
06037104822,51048,157872732.51355773
06037106010,73650,142573761.8832051
06037106020,74286,20609944.106207445
06037106111,90031,111280054.32322319
06037106112,84932,25225429.920270506
06037106113,77467,82285301.872673
06037106114,50781,68864774.346135
06037106403,64631,10189484.945630582
06037106405,54688,43648312.1922377
06037106406,79537,51194242.47743462
06037106407,33681,82992653.80031598
06037106408,46038,18393409.15180015
06037106510,100740,46364095.30584529
06037106520,63664,20466686.006226845
06037106603,105573,30427463.160909448
06037106604,54351,43503847.8949751
06037106641,103235,50950957.215842426
06037106642,102159,32258256.667990867
06037106643,135099,181356568.76784214
06037106645,114013,272460679.04028964
06037106646,96996,27090601.158525884
06037106648,57743,39862527.508060716
06037106649,82564,159388706.31276503
06037107010,56691,59435195.166341774
06037107020,8e4,29714096.876414664
06037108101,135893,104275756.5063146
06037108102,94504,84081653.34762244
06037108103,153940,46182145.76731553
06037108104,122e3,185026145.73036095
06037108201,119907,63737655.41707856
06037108202,102188,153835389.17785314
06037109100,73839,92615759.64745337
06037109200,100083,35919801.55393981
