stplfips,med_age,med_rent,agg_rent,med_homeval,agg_homeval
0600156,1997,-666666666,.,-666666666,.
0672492,1971,-666666666,.,-666666666,-666666666
0624526,1939,-666666666,-666666666,188900,.
0630714,1944,-666666666,-666666666,-666666666,-666666666
0683570,1982,-666666666,.,-666666666,.
0638604,1980,-666666666,-666666666,-666666666,.
0652246,1949,1663,45300,-666666666,.
0663106,1976,-666666666,.,295300,79195000
0681312,-666666666,-666666666,-666666666,-666666666,-666666666
0651042,1962,-666666666,.,53300,.
0639472,1973,-666666666,-666666666,176400,.
0625030,1977,242,9200,182100,.
0609834,1989,694,33200,80600,.
0600310,1955,-666666666,.,112500,6211000
0612328,1974,589,24900,151000,.
0610732,1958,-666666666,.,-666666666,.
0641390,-666666666,-666666666,-666666666,-666666666,-666666666
0651168,1990,-666666666,-666666666,116700,4663000
0620424,1939,-666666666,.,-666666666,15632000
0610270,1972,1223,167400,389900,195547000
0603205,1988,1548,265700,340200,430816400
0614764,1980,-666666666,.,444700,.
0677728,1974,1208,74200,504000,.
0631302,1985,-666666666,-666666666,212100,.
0614450,1972,635,35500,-666666666,.
0683460,1979,1068,123100,150300,.
0683085,1975,911,248900,193300,.
0678456,1975,612,223400,121800,.
0672156,1982,569,139300,124600,.
0661012,1985,508,60300,-666666666,8467000
0652302,1988,934,142400,123200,95070400
0647066,1975,917,23300,46600,.
0646520,1983,1013,217700,183200,.
0617428,1952,-666666666,.,-666666666,9360000
0619155,2005,1757,115100,351100,.
0681792,1973,-666666666,.,462500,.
0600535,1951,903,359800,158200,.
0655728,1952,911,65100,130400,.
0624477,1949,1071,10217000,301000,1629603800
0616644,1939,-666666666,-666666666,-666666666,.
0603330,1991,1404,227300,742100,597765000
0681302,1993,1322,1304000,-666666666,-666666666
0612734,1969,1523,1471600,389000,.
0617498,1958,1190,5614400,327500,256355700
0628168,1960,1197,12691100,407000,.
0632548,1966,1126,25444300,461400,3868328000
0633364,1968,2035,10354500,1220500,.
0656112,1998,1373,2855000,258600,838908700
0661068,1994,1111,2470300,247200,.
0654092,1975,1315,4466200,331400,3269674400
0644826,1987,876,1108200,149200,.
0678092,1978,799,894400,187200,.
0686174,1979,597,68400,124800,.
0620697,1974,1179,2384200,203200,.
0634316,1977,972,702300,86400,.
0681708,1982,995,1472200,137300,734650400
0604415,1976,1350,3972900,251700,886259900
0617274,1939,1252,897100,430000,279825500
0621796,1955,1690,6622900,682300,3961325600
0657288,1969,1666,3181900,431800,.
0662700,1952,1582,540300,283800,125170000
0653476,1963,1630,2120800,657000,1300548500
0658296,1974,1604,5548000,356500,1037800400
0670042,1966,1161,4594700,349500,1688191500
0636616,1958,1641,466800,882200,332835000
0657960,1965,967,155200,-666666666,.
0639425,1988,-666666666,.,431000,.
0658352,1974,652,265600,153000,.
0675168,-666666666,-666666666,-666666666,-666666666,-666666666
0680952,1976,-666666666,-666666666,-666666666,.
0642006,1993,1006,1299800,187500,461541800
0620956,1968,1613,8147100,600200,.
0660102,1964,1956,30139200,1016700,16462911500
0665028,1960,1999,13579500,754700,.
0639122,1963,1940,4991900,1214200,9378066500
0646114,1975,1626,8013500,505400,5010719200
0649651,1948,1276,495400,355000,187659000
0657456,1981,1517,13186200,324500,3850067000
0683346,1973,1803,20447800,704900,.
0613157,1976,937,319800,75500,239884000
0631708,1978,2052,3018400,841800,2901867800
0644028,1993,1114,5292700,226700,.
0603092,1957,3501,454500,2000001,.
0617918,1966,1899,25389100,651600,11317817500
0651840,1959,1579,3653900,739100,.
0625338,1975,2763,14156600,1051000,.
0633633,1959,2187,378000,1321600,.
0633798,1963,2952,548100,2000001,11147071500
0637400,1953,-666666666,.,-666666666,.
0648452,1979,663,701000,103300,68045300
0653448,1967,921,7490200,136100,.
0662854,1997,1156,941700,363300,.
0614260,2000,897,4249600,183800,1629407000
0641670,1983,1132,108400,363100,210687500
0612916,1975,1051,614800,207400,568830400
0639598,1982,1218,2143000,229000,.
0639836,1981,1087,224200,262300,.
0646660,1996,617,581000,116900,.
0649270,1987,1342,26853600,260600,8280964200
0652624,1986,1287,578100,254700,.
0683304,1998,-666666666,-666666666,341600,125645000
0600296,1997,1059,4163700,151600,613493400
0607064,1970,1143,1985800,226800,.
0650734,1973,600,529900,85500,.
0659962,1974,1213,12473600,350900,5637422500
0670728,1955,561,133000,47800,.
0650874,1966,1030,510400,369900,.
0638044,1978,902,273400,126900,169146000
0601360,1984,1740,574200,343800,.
0639885,1986,1651,372900,346200,.
0644910,1984,928,2432000,286200,1333628000
0639696,1983,671,112700,156800,.
0640956,1979,749,135700,-666666666,.
0647164,1953,656,17500,137500,.
0649600,1974,1835,181400,123000,.
0653910,1967,-666666666,.,46800,.
0659668,1939,-666666666,.,-666666666,.
0669196,1979,1269,17860800,297200,4124785500
0612612,1972,1036,61900,143300,.
0641572,1981,874,3290800,166000,515671000
0685012,1982,908,528500,238000,166423900
0608758,1983,1453,905000,458600,580829000
0631414,1981,1150,1127900,221400,223525100
0669070,1963,1640,36793600,934500,16318985400
0623532,1949,612,29700,311500,.
0626056,1972,842,41900,85500,.
0648998,1978,950,9600,329200,11450000
0621894,1980,1395,328800,638900,.
0619990,1964,1489,3546300,422000,.
0625058,1972,1000,1777900,302100,.
0672506,1976,1990,5009800,1103900,4323152000
0662602,1960,3501,56700,2000001,.
0685292,1956,1297,15204300,488200,8649171700
0651820,1955,1683,524600,583100,438228000
0612902,1960,1403,4614500,364100,592463800
0673690,1990,-666666666,.,164200,67553000
0630420,1952,-666666666,.,-666666666,.
0613985,1993,1422,285500,179800,.
0672478,1988,-666666666,55800,235700,153227600
0603792,1980,980,17700,247600,.
0606070,1983,813,89500,183400,.
0609310,1983,-666666666,.,417700,.
0609318,1958,-666666666,-666666666,-666666666,.
0609324,1998,-666666666,.,363900,.
0612818,1984,-666666666,-666666666,-666666666,.
0614148,1976,-666666666,.,-666666666,.
0662200,-666666666,-666666666,-666666666,-666666666,-666666666
0674186,1976,-666666666,.,-666666666,18077000
0686678,1992,-666666666,.,146200,.
0624918,1984,-666666666,-666666666,295700,112240000
0638024,1980,1000,347900,161300,.
0611754,1963,-666666666,-666666666,169000,.
0617727,1958,-666666666,-666666666,-666666666,.
0629070,1941,-666666666,.,875000,.
0644168,1978,1824,110200,855400,261217000
0644830,-666666666,-666666666,-666666666,-666666666,.
0637624,1974,-666666666,.,237500,.
0600947,1994,2092,15284200,582300,6753146600
0686930,1985,2012,944800,491900,481086200
0630378,1970,1840,9595300,718300,4027841400
0640998,1975,-666666666,.,-666666666,.
0648602,1994,-666666666,-666666666,-666666666,.
0608240,1970,-666666666,.,212200,40747000
0683262,1977,-666666666,.,226100,.
0614484,1985,840,95500,156300,7732000
0679030,-666666666,-666666666,.,-666666666,-666666666
0678960,1967,2128,1575800,957900,.
0680364,1979,1425,87700,695900,.
0677308,1982,1308,1261300,198200,402265400
0631092,1967,1389,107800,253300,93114000
0621034,1953,1173,1909600,304000,.
0662860,1979,1854,239600,575900,460884100
0668308,1949,1351,578600,846200,468563400
0622020,1999,1560,20934600,349500,13761672600
0649187,1970,1913,1948100,1035000,4893683100
0659444,1977,1074,12594500,251500,3273794200
0652379,1965,1824,1124300,871600,.
0654372,1972,873,688300,131600,177648100
0645232,1965,905,155500,117200,.
0602112,1981,992,746600,268700,.
0639003,1956,2185,1463500,1280900,9084327800
0685446,1991,1497,4515300,308100,2166426500
0646842,1996,1423,9913100,278300,6017444000
0616762,1960,1317,93000,-666666666,4625000
0648916,1958,977,60800,-666666666,-666666666
0663168,1955,904,291200,160800,23603000
0672086,1955,1263,37000,267500,10500000
0612594,1988,1176,31100,247900,.
0605346,1978,-666666666,.,-666666666,.
0655528,1984,-666666666,.,380800,25855000
0677430,1979,-666666666,-666666666,579700,56645000
0676040,1967,-666666666,-666666666,285000,.
0603026,-666666666,-666666666,-666666666,-666666666,.
0617372,1986,-666666666,68200,570500,.
0608828,1996,1200,17400,82800,14451600
0610042,1991,1296,127600,221100,.
0651000,1971,1216,133600,217500,.
0671414,1970,1449,135300,289400,97080000
0620298,1939,944,29700,222900,12115000
0601276,1980,1385,40000,357900,.
0611418,1974,-666666666,76700,568500,.
0656546,1977,-666666666,59000,462600,.
0610044,2002,-666666666,.,280900,72253600
0619976,2004,-666666666,-666666666,342000,.
0623980,2001,898,64100,-666666666,18032000
0646100,1967,-666666666,.,213100,.
0657148,1979,1044,244700,269100,.
0657330,1979,983,47100,271400,.
0659896,1977,1216,208400,266300,153508500
0683094,1939,-666666666,.,-666666666,.
0601010,1977,714,38600,85700,.
0661124,1985,-666666666,.,158400,.
0608680,1981,1188,226500,225700,.
0651028,1956,937,60200,85900,.
0609822,1969,-666666666,-666666666,212500,4525000
0610494,1981,-666666666,-666666666,-666666666,-666666666
0612314,-666666666,-666666666,-666666666,-666666666,-666666666
0618450,-666666666,-666666666,.,-666666666,-666666666
0621210,1968,1164,140600,124100,16621500
0632324,1961,-666666666,-666666666,-666666666,-666666666
0622360,-666666666,-666666666,.,-666666666,.
0638076,-666666666,-666666666,-666666666,-666666666,.
0603708,1977,1038,73100,171900,.
0617078,1952,777,17500,229300,.
0619654,1964,683,36200,160400,.
0622286,1979,535,30300,-666666666,.
0625488,1987,956,662700,157300,281687000
0645006,1996,1299,76300,412600,.
0670028,1996,756,153700,218500,.
0672408,1979,908,13200,184200,.
0680882,-666666666,-666666666,-666666666,-666666666,.
0674144,1975,1130,63600,-666666666,.
0683108,1992,-666666666,.,557300,13650000
0630686,1982,968,44700,295500,.
0632156,1939,-666666666,.,-666666666,.
0641656,1974,816,50100,143800,.
0646223,1971,839,150200,78100,10724800
0644770,1978,-666666666,.,-666666666,.
0604632,1975,583,26300,-666666666,.
0604478,1975,1060,367400,200000,119302000
0654218,1962,711,46000,203100,16990000
0606567,1979,-666666666,.,437500,21472000
0624008,1977,1188,74700,428000,115655500
0642328,1961,726,114600,226700,.
0670518,1939,1078,265700,-666666666,-666666666
0631099,1969,-666666666,.,675100,433278000
0632340,1976,1331,236100,507400,379878300
0600996,1984,-666666666,.,600300,.
0684004,1951,-666666666,.,326100,.
0650146,-666666666,-666666666,-666666666,-666666666,-666666666
0671372,1996,-666666666,.,430100,.
0628154,1962,891,304600,377600,.
0619878,1977,-666666666,.,156400,.
0633336,1957,847,73400,-666666666,-666666666
0656140,1953,853,130400,-666666666,.
0637484,1976,1103,38700,203500,.
0637134,1989,1016,112200,257900,198170700
0644644,1962,1083,122200,232800,.
0652715,1992,-666666666,47200,532000,.
0652760,1997,1373,475700,335700,.
0673700,1986,1469,1221200,260700,554112000
0671964,1990,1428,715300,217600,.
0644420,1975,758,430500,144900,.
0656826,1990,1093,1079400,194300,.
0657302,1987,1086,459300,189900,.
0634392,1967,963,291800,110700,.
0625114,2000,1243,3016000,-666666666,-666666666
0603512,1983,746,101600,-666666666,.
0620900,1978,1286,29700,320600,.
0651336,1957,975,22500,366700,37185000
0660970,1974,1102,70300,361100,42725000
0680560,1976,783,7900,285000,.
0646926,1956,767,53100,208800,.
0662168,1970,746,31300,186300,22203000
0639514,1976,1025,29400,212500,.
0604926,1985,1076,201400,259000,234146200
0632408,1970,-666666666,-666666666,219200,.
0671218,1977,1142,113000,289200,194275500
0655058,1995,1025,66400,219400,44831000
0684863,1988,741,49600,-666666666,.
0634540,1982,551,192200,164500,.
0641908,1964,-666666666,-666666666,-666666666,.
0623196,1955,1135,30400,258300,.
0625086,1978,-666666666,.,341200,.
0640536,1980,-666666666,.,-666666666,.
0658814,1972,-666666666,.,98700,.
0605276,1984,725,15600,316400,53923400
0639460,2000,1094,380300,205600,166739900
0656196,1952,-666666666,.,207700,.
0660592,1974,1088,13300,213900,.
0624568,1981,794,8400,350000,.
0658758,1959,944,36400,163300,15750000
0642230,1984,1058,19500,101700,.
0631288,1965,690,51200,-666666666,.
0646338,1965,868,95800,162500,34996100
0675154,1957,675,35600,293200,13251000
0640526,1995,1910,1093700,739600,1018648000
0662826,1993,935,2881100,165500,.
0673868,1996,1613,449300,269600,.
0683542,1987,698,1786700,155800,460676700
0610046,1980,1868,14801300,541600,9327415900
0611656,1965,2089,336200,529800,450674000
0649138,1986,1832,5058900,592500,4930727800
0672016,1979,1837,21253400,508600,15855738400
0678582,1978,1925,26775100,663600,24315623400
0639486,1999,1342,8529900,306400,2909752200
0640354,1998,1386,5858500,376100,.
0655254,1976,1006,10372300,340600,5971616600
0660242,1979,924,2615600,174100,894815900
0614274,1983,845,1637000,161100,416964600
0639114,2005,2163,5300900,803400,.
0647430,1967,1365,2125700,453800,.
0633308,1987,1779,2635100,457300,.
0653070,1993,1450,3958400,356000,3163368100
0662490,1971,1292,1543800,381800,724493100
0627000,1978,931,85623100,206800,18459464000
0684816,1982,966,8885500,304600,2990701100
0636613,1974,1474,766500,436800,.
0641922,1978,1670,4333600,622600,.
0660928,1973,2078,2524800,831200,2491073200
0651476,1989,1490,2405400,444300,1894471800
0653322,1983,1545,42645100,423100,15471168800
0645988,1976,-666666666,.,339300,.
0649362,1975,1387,2802800,535300,.
0625128,1962,778,93600,158000,28084000
0631246,1974,857,105100,133700,.
0652526,1957,1450,14211600,375400,6608123400
0677588,1949,932,559900,123600,45346300
0606728,1987,783,59800,144100,.
0669112,1966,1634,18846400,750600,8054805900
0612524,1985,1081,5552400,218300,1745135300
0632506,1965,1266,2574300,307100,.
0640340,1958,1235,4703500,364300,1908795400
0648914,1962,1275,11382400,566700,5830795800
0655618,1969,1256,10780000,304400,1631859900
0666140,1957,1245,3682300,370300,.
0670000,1966,1669,58233500,1168500,20310978600
0672996,1959,1187,3248000,389400,1114776700
0673080,1951,1072,14957500,351000,.
0673220,1953,1556,9119700,928500,.
0684200,1965,1520,16234200,459500,9489244100
0684410,1962,1490,27423200,684200,4278603500
0629000,1964,1421,31070000,476300,11591512000
0639248,1985,2004,15101600,737400,15091927600
0686832,1983,1921,7507400,792700,15482632600
0671225,1980,1036,1440400,163500,411498000
0649180,1965,1077,143900,548500,.
0671554,1983,701,211300,465900,.
0673108,1970,932,4624000,374600,.
0642104,1982,1227,356300,307400,.
0675000,1977,1003,51395700,220600,11103857000
0639710,1975,863,727100,199900,.
0659506,1989,1648,263200,432300,923565500
0622412,1962,1681,6222300,875600,.
0636826,1969,1409,128900,374600,.
0642468,1964,1301,5719700,561500,1999536800
0643000,1957,1198,126588100,476400,34768848000
0656000,1958,1494,48300100,689700,20429683000
0658072,1964,1246,23347700,344200,7078682500
0673290,1961,1342,1511500,322800,.
0681967,1987,1140,219100,309700,169212000
0683332,1982,2163,2773300,703800,6156590600
0684144,1970,1396,3060700,416800,.
0684921,1955,1441,2990300,390000,1866873800
0616210,1998,1782,299100,249100,.
0650034,1984,1400,292300,305700,.
0650258,1974,1546,18812900,536800,8856989100
0664140,1973,1491,1549400,839300,1697014800
0614890,1979,1085,8664200,212100,1851784300
0642370,1979,1186,6859700,333200,.
0646884,1982,965,1404300,281100,.
0650132,1958,1068,1372500,202000,272903900
0675714,1982,2167,328100,1183800,.
0682072,1999,1786,1600700,-666666666,-666666666
0619406,1979,908,83600,54100,.
0671680,1959,-666666666,.,-666666666,-666666666
0604856,-666666666,-666666666,-666666666,-666666666,-666666666
0608744,1982,-666666666,-666666666,-666666666,.
0639724,1980,1944,1369500,564000,1074261800
0611324,1967,1859,754500,886900,.
0649768,1939,-666666666,.,-666666666,.
0649852,1972,968,718700,245800,198279000
0613364,1987,1034,156900,230500,.
0648872,1969,1625,12828100,696200,3191878200
0672520,1992,1243,1836800,293600,.
0622804,1981,1318,30835100,396200,9118376800
0610561,1999,2187,6545400,-666666666,-666666666
0616378,1972,2366,10041100,1423600,.
0622678,1978,1837,16459700,862300,.
0613392,1983,1441,49301400,433500,19653019800
0628182,1962,1034,1345100,120300,.
0641558,1957,1154,669100,225700,.
0611194,1987,1918,29937100,713600,.
0633532,1989,2139,247000,550100,820221800
0637120,1985,-666666666,391100,616800,1176719700
0640004,1969,1375,19193700,455800,4405496800
0602812,1980,1399,319500,522200,.
0607578,1963,1213,209900,-666666666,.
0630392,1985,1151,1205500,323400,300112600
0645778,1975,1271,5853800,431800,1260022200
0655044,1980,1336,749600,-666666666,.
0681554,1983,1470,18971300,354600,6902538300
0647086,1986,-666666666,.,351700,.
0612132,1974,1250,624500,720900,724247600
0678162,1989,1066,1041300,472200,994004600
0620242,1949,922,271800,162700,.
0631134,1949,-666666666,-666666666,132800,.
0644812,1999,-666666666,.,-666666666,.
0683850,1963,816,433700,125000,67355500
0610088,1956,2257,402800,1010200,919238100
0610345,1971,1923,15292700,884600,7330765700
0617610,1973,2829,21002300,1372800,.
0629504,1984,1611,10946400,583900,.
0640426,1981,1679,2047300,488500,1166685000
0662868,1967,1320,880000,346600,.
0622146,2000,1209,133100,-666666666,.
0660984,2000,1399,1116300,290900,911188700
0681666,1972,1301,25147900,295600,7152304600
0608968,1945,1420,1574500,574300,474945000
0614498,1981,1101,559600,222800,89688000
0667126,1986,539,369400,120000,53419000
0671246,1990,864,28700,434800,.
0601458,1955,1763,1648100,511600,.
0614946,1971,833,732400,210800,.
0624897,1991,1208,126700,341700,171009000
0621810,1977,1438,528300,400000,432792300
0636203,1969,1047,448200,275200,241128900
0686020,1973,-666666666,.,70600,.
0613294,1984,944,1651700,157000,335870600
0655751,1991,925,178400,169600,.
0612048,1986,1160,7982000,232400,2703486500
0633574,1982,1044,496500,274300,.
0651560,1974,1842,2111600,476900,.
0662000,1975,1249,52805200,319200,16540154000
0678120,1997,1716,20253900,394600,8811014900
0631568,1972,879,644800,157600,.
0654806,1965,2110,9009700,740700,.
0620284,1984,1706,34500,114500,24081000
0624764,1956,818,520500,100400,.
0638310,1967,958,202300,226600,97395700
0644350,1972,1121,91100,99600,85095600
0639283,1939,1882,372100,727800,.
0640438,1967,1987,6193400,1181400,3579724300
0678890,1939,1194,73600,543400,.
0623630,1969,-666666666,.,-666666666,.
0648256,1980,2123,16461100,640800,17112786300
0601651,1972,1047,280600,405900,302141900
0616434,1974,2622,249900,882500,735455000
0642202,1974,1053,11583700,269400,3463652000
0625576,1965,1139,490600,442000,.
0670588,1984,1999,2339100,717800,.
0616580,1994,3140,1448200,958100,4997974500
0640256,1971,1653,2564600,612200,.
0651182,1975,2118,35074200,1695700,44028583800
0665084,1981,1775,15757000,849300,15283293900
0642412,1979,1860,336100,279500,258749000
0606000,1941,1523,41092700,861800,18606854900
0626000,1978,2028,55928800,785700,39245342400
0603190,1985,540,92700,258300,192396000
0624134,1989,693,803300,150700,145295500
0673794,1985,1048,74900,204700,193113000
0602378,1974,1796,848800,745600,1687781000
0607652,1954,1597,671300,487600,.
0603204,1977,1106,2928100,393500,.
0619455,1975,1096,263700,468900,.
0620032,1971,756,35000,95700,12978000
0623126,1976,866,1123700,184100,426444900
0655184,1986,1195,11589700,328300,.
0609878,1988,736,354500,114000,.
0655422,1966,-666666666,.,-666666666,.
0670798,1989,773,171800,131300,.
0607379,1986,1718,422200,280400,725001100
0636672,1995,993,290500,257900,.
0636350,1961,779,68100,169400,.
0653490,1983,-666666666,.,200000,10460000
0656294,1974,-666666666,-666666666,-666666666,.
0678050,1978,559,11800,66300,.
0617288,1987,935,37600,221000,.
0630560,1984,886,41200,302000,103426000
0636364,-666666666,-666666666,-666666666,-666666666,.
0657828,1990,1148,21600,305300,44716800
0658618,1963,-666666666,-666666666,-666666666,.
0659080,1969,900,343100,196400,73175000
0672954,1963,531,57100,125500,52700000
0606210,1974,1153,115200,-666666666,.
0657792,1982,2140,17763100,879800,18589937500
0616728,1972,1028,86500,209600,.
0681134,1970,1056,3467100,293400,773761300
0603162,1977,942,4032500,179400,838566500
0653000,1951,1255,127654300,564500,41430222800
0656938,1939,2929,1165900,1715700,6216488700
0618674,1984,540,137700,191200,41735000
0625436,1987,942,820400,222300,.
0638562,1983,861,1121300,236000,.
0654008,1986,721,987000,114300,.
0608954,1959,1539,39003100,646000,11591041400
0619052,1958,1404,421900,184200,.
0620802,1947,1038,22299000,349200,3764951800
0620984,1946,1782,1224800,711800,1224261700
0659584,1977,-666666666,243000,2000001,.
0631596,1968,1734,5913300,545400,6795558700
0639766,1978,1220,3101100,386800,1745169600
0650398,1970,1086,12151700,345400,1859685900
0670098,1978,1432,43584200,458500,16834636400
0668196,1990,1446,17285600,455700,8252148800
0607260,1984,1241,138700,723200,172552000
0607848,1969,1275,1480800,495200,815064300
0678126,1977,1803,210800,440500,454140000
0625380,1972,1832,10302100,654100,.
0603302,1984,744,900000,129900,140869600
0638394,1971,747,101000,87300,.
0636770,1993,2114,100304500,753400,37417411100
0643224,1969,1682,4028300,741100,.
0650916,1973,1914,7887700,607200,.
0620928,1965,1035,110600,166700,91488100
0638226,1996,840,1484300,203600,425656100
0659290,1964,869,43700,162500,4417800
0668000,1975,1822,249797500,714200,139778070100
0668238,1973,1530,885300,840200,1171075600
0632044,1989,1727,158500,429200,.
0667000,1942,1709,398247200,927400,155787748000
0669084,1970,2096,50613800,831600,16361873000
0607414,1975,1778,2256900,599200,.
0637582,1978,1048,78600,338900,.
0657260,1974,1385,148500,387800,199050000
0659346,1979,1222,2964600,434600,.
0670224,1977,1593,9800100,397200,4949687200
0682996,1982,1442,22708000,423500,6148816200
0685992,1975,1256,3855800,368300,1495214400
0622510,1975,1560,746900,540100,486873000
0638114,1957,1725,1041300,1713700,.
0668364,1966,1718,19227700,816700,10633778500
0670154,1958,1720,733800,706800,.
0670364,1961,2101,4735700,1191700,.
0674172,1970,1903,298600,1572900,279993000
0607525,1983,721,71700,223700,40720000
0632562,1974,802,231500,288300,187797500
0641278,1975,835,150800,239400,.
0604758,2003,1239,4378000,275200,2748311400
0606028,1988,1194,1786600,338800,510206700
0662364,1996,1468,11450700,421700,6127438500
0630882,1975,990,130300,208900,.
0638422,1980,901,473900,166500,180579000
0618153,1980,1858,266200,815700,.
0624834,1983,954,297000,349500,.
0630693,1985,1763,1871300,697500,5311127400
0643140,1982,1495,1067400,350100,727626100
0618695,1979,-666666666,-666666666,863800,564051700
0622622,1973,812,594400,121000,.
0678638,1978,1039,168200,292100,285660000
0684578,1952,942,848000,127900,94319600
0619318,1980,891,2736300,164800,.
0641110,1975,590,10800,226000,.
0680280,1970,772,70000,106900,.
0686300,1983,681,686100,141300,.
0601640,1999,1762,2005900,418600,1679168600
0624638,1995,1493,12392400,456600,8686605700
0664000,1974,1114,107396500,287600,27189110800
0683374,1961,956,149900,435300,162141000
0603316,1978,1368,45500,230900,45774000
0681890,1991,1530,414800,262300,.
0683668,1974,1325,10729200,397900,.
0620438,1985,665,763500,125400,132386000
0620942,1969,826,132000,-666666666,.
0641712,1974,705,1301000,133400,.
0657512,1979,750,398400,115100,.
0678288,1972,786,225400,124500,76105000
0680644,1985,975,7886800,177500,2032382200
0602420,1975,935,284800,236100,147693000
0641194,1963,837,539000,103500,.
0648788,1970,1234,5825100,304200,1656581800
0649684,1984,1184,442100,180900,.
0664462,1972,1377,276600,638700,754383800
0680994,1983,928,5139500,120900,383087600
0642524,1971,1079,8705300,269100,.
0672576,1975,1515,1366100,689700,.
0682086,1970,1809,1307500,336800,.
0624722,1977,1094,6179600,201200,1170718900
0651924,1969,1032,8967100,168300,1322596300
0639045,1957,1623,3680100,731300,.
0639304,1967,2141,195400,871200,.
0639892,1957,1662,12017900,475800,8844141300
0645246,1974,2522,3070200,1974100,.
0659514,1966,2391,7598400,1051000,14552542300
0672688,1978,1573,1966900,587200,1712667100
0620907,1991,1139,36600,548900,599910600
0651140,1992,1019,1199100,171000,.
0613854,1984,-666666666,.,452400,.
0633294,1983,1143,19000,416700,138165000
0616714,1972,-666666666,.,334000,.
0625506,1975,-666666666,-666666666,-666666666,.
0625590,-666666666,-666666666,.,-666666666,.
0627130,1955,1004,964600,164100,.
0655800,1967,923,2862000,186100,.
0641142,1965,898,2623400,126600,208554900
0634484,1991,-666666666,.,354200,.
0646226,2004,1340,413400,306900,.
0644760,2001,575,215100,-666666666,-666666666
0622524,1980,1385,563100,275800,.
0602210,1993,1382,6507300,275000,2696174500
0623210,1980,749,122200,274000,.
0640872,1939,-666666666,-666666666,-666666666,.
0662625,1976,-666666666,-666666666,350700,.
0651470,2000,1250,82800,213400,.
0600478,1989,1298,153500,326000,.
0614288,1996,-666666666,.,229300,.
0604198,1965,-666666666,.,623900,181949000
0619416,1974,854,180700,296400,.
0646646,1982,1137,1600500,252200,798204500
0639715,1991,-666666666,-666666666,275600,.
0639645,1983,1199,584400,408600,529550700
0636452,1978,-666666666,.,195000,53509000
0630410,1980,1071,1053700,197500,.
0626067,2005,1885,3416600,377900,.
0622457,2002,1958,694100,467300,.
0619022,2000,1939,856600,356500,1331546100
0604938,1984,2962,116500,1349700,.
0670130,1985,-666666666,.,1101800,1321751400
0670322,1950,1440,140400,352500,45490000
0656870,1981,1909,285400,364500,493672300
0639735,1995,3214,101700,1697700,1513476000
0670140,1959,1442,193500,521900,130120000
0631372,1991,-666666666,.,-666666666,23586000
0612300,1982,1292,103300,240800,.
0680896,1990,823,146100,280300,81891000
0657244,1985,775,195700,303400,298676900
0671834,1976,1073,134200,342900,.
0642622,1957,-666666666,.,-666666666,-666666666
0638352,1975,756,40900,161100,.
0611782,1984,-666666666,.,163000,.
0649558,1976,851,190200,120600,32270000
0653602,1990,-666666666,-666666666,-666666666,.
0613910,1972,617,36200,156600,.
0647472,1963,-666666666,-666666666,-666666666,.
0641782,1975,-666666666,.,137500,.
0652610,1939,-666666666,.,-666666666,.
0672380,1991,811,75800,275000,32587600
0629154,1979,-666666666,.,206100,51543300
0633935,1978,-666666666,-666666666,-666666666,51623100
0649432,1976,-666666666,.,-666666666,.
0653196,1986,-666666666,.,-666666666,-666666666
0663400,1956,-666666666,.,656300,20550000
0671927,1979,-666666666,.,1203700,576180600
0644182,1976,1427,2875600,461100,2307150600
0614454,1968,-666666666,.,-666666666,.
0612412,1975,935,74800,219400,.
0625300,1976,-666666666,-666666666,556400,161936000
0668266,1977,1315,442900,294700,.
0606935,1995,-666666666,.,637400,283576400
0609948,1984,1473,467500,658500,.
0628210,1939,-666666666,.,-666666666,97885000
0644042,1974,-666666666,215400,-666666666,.
0644242,1982,-666666666,.,876000,514607200
0621565,1977,-666666666,.,637500,.
0653160,1993,-666666666,-666666666,500000,64480000
0606928,1987,3107,686000,1165700,4328583000
0629392,1970,654,100600,109100,31749000
0614554,1958,-666666666,.,204200,14098000
0656042,1953,864,13600,75000,1730000
0682786,1977,-666666666,.,140300,.
0642146,1979,742,54600,228800,27045000
0657070,1982,1094,62900,316400,.
0645680,1986,1801,948500,276300,11515000
0675322,1957,-666666666,-666666666,-666666666,-666666666
0600982,-666666666,-666666666,-666666666,-666666666,.
0610004,1972,-666666666,.,-666666666,27233000
0648676,1974,-666666666,.,181900,7815000
0655506,1967,-666666666,-666666666,112500,.
0656120,1978,754,227700,186200,67633700
0657011,1968,-666666666,-666666666,-666666666,-666666666
0657568,1964,662,109700,86000,.
0658422,1965,-666666666,-666666666,-666666666,-666666666
0658134,1982,-666666666,-666666666,-666666666,-666666666
0658436,1961,-666666666,-666666666,-666666666,.
0670966,-666666666,-666666666,-666666666,-666666666,-666666666
0671078,1966,798,60700,86000,4140000
0671932,1968,-666666666,-666666666,-666666666,-666666666
0675588,-666666666,-666666666,-666666666,-666666666,-666666666
0675592,1979,-666666666,-666666666,-666666666,-666666666
0675672,1972,671,140900,68600,6939000
0683724,1960,933,12300,-666666666,.
0686734,1979,737,51600,-666666666,.
0678949,1974,701,51900,-666666666,.
0678932,1965,715,58000,-666666666,.
0678336,1980,873,124700,-666666666,.
0685866,1955,-666666666,-666666666,-666666666,-666666666
0641740,1976,505,100300,-666666666,-666666666
0657134,1972,-666666666,-666666666,156300,11884000
0630339,2004,-666666666,-666666666,-666666666,-666666666
