tract,agg_rent,agg_homeval
06059052422,576900,.
06059052423,2310200,.
06059052424,1311700,554556500
06059052425,2489700,632321900
06059052426,4401100,.
06059052427,748800,855704100
06059052428,754200,1086809600
06059052502,668900,964143600
06059052505,1155300,546775900
06059052506,317900,.
06059052511,1654600,.
06059052513,1708600,.
06059052514,2183400,.
06059052515,4253800,1182702500
06059052517,5681200,.
06059052518,6201900,.
06059052519,1436100,.
06059052520,1062300,.
06059052521,3263900,.
06059052522,1548600,.
06059052523,1803100,466281100
06059052524,3885100,757631600
06059052525,6099700,2294441500
06059052526,583200,.
06059052527,2120200,1335387000
06059052528,1267200,.
06059062604,5820500,.
06059062605,2157000,.
06059062610,8533500,481799400
06059062611,2682900,.
06059062612,2168400,1446711500
06059062614,4645900,452021900
06059062619,1265200,.
06059062620,1233500,2858327100
06059062621,3433300,1296682700
06059062622,916100,.
06059062625,657800,.
06059062626,1655600,.
06059062627,2667200,.
06059062628,1259600,.
06059062629,533500,.
06059062630,497700,.
06059062631,252100,.
06059062632,945700,2104481000
06059062633,516600,1430440000
06059062634,1119000,942113500
06059062635,539600,771783500
06059062636,2039500,249061400
06059062637,3334600,281230000
06059062638,2222200,830927500
06059062639,1807800,.
06059062640,1480400,353621600
06059062641,1474300,705191000
06059062642,230600,.
06059062643,828900,7626884600
06059062644,3784000,3688554000
06059062645,1640300,3553198500
06059062646,649800,436531300
06059062647,1805600,350456500
06059062648,1056000,463093000
06059062649,1478800,522228700
06059062701,1045800,.
06059062702,1910100,3844963800
06059062800,2011500,.
06059062900,259800,.
06059063004,4492000,1026986000
06059063005,1670700,969091600
06059063006,1340700,1791553500
06059063007,2544100,.
06059063008,952700,230162800
06059063009,125200,815718000
06059063010,2875000,.
06059063101,1510600,315615400
06059063102,2854100,1122066000
06059063103,698200,.
06059063201,1633300,577565000
06059063202,1151200,658978000
06059063301,1989500,.
06059063302,1637300,877375000
06059063400,1380000,.
06059063500,3081000,.
06059063601,683000,603158100
06059063603,3385200,1010189600
06059063604,1438300,.
06059063605,1893500,78400000
06059063701,1850700,97115000
06059063702,2232000,223110000
06059063802,437100,598220900
06059063803,1189700,.
06059063805,408800,424686700
06059063806,1037100,794715000
06059063807,2809600,.
06059063808,1720700,.
06059063902,3559800,328622600
06059063903,740600,432380800
06059063904,881400,553920500
06059063905,1413900,.
06059063906,2473100,.
06059063907,5508300,.
06059063908,2875600,.
06059074003,2119200,150785000
06059074004,2079600,.
06059074005,1352600,322893400
06059074006,2018800,.
06059074102,681800,.
06059074103,382300,288833700
06059074106,1534700,285634100
06059074107,3206800,.
06059074108,508500,276312500
06059074109,449500,.
06059074110,350300,.
06059074111,807600,454155000
06059074200,1015400,.
06059074300,398700,.
06059074403,1387000,.
06059074405,1543700,.
06059074406,655300,.
06059074407,1885600,.
06059074408,1631300,.
06059074501,1282800,.
06059074502,692200,207012000
06059074601,1408300,.
06059074602,1192400,.
06059074701,943800,309205200
06059074702,642700,243471000
06059074801,753800,186584100
06059074802,778400,.
06059074803,993400,375908200
06059074805,1235300,.
06059074806,645000,195504000
06059074901,1540900,217518800
06059074902,1128300,130189000
06059075002,1942000,.
06059075003,1757400,.
06059075004,1408700,.
06059075100,1529500,351010400
06059075201,758600,221492100
06059075202,469600,.
06059075301,1132800,472623400
06059075302,692400,337399000
06059075303,521300,.
06059075401,347200,.
06059075403,1970000,428130900
06059075404,1732000,.
06059075405,645000,284140500
06059075504,842700,.
06059075505,979900,270563000
06059075506,625200,466593000
06059075507,2471900,.
06059075512,1147900,164775600
06059075513,1477700,.
06059075514,1311400,65681200
06059075515,7583500,1178526200
06059075603,520500,825871700
06059075604,364900,2427733500
06059075605,774100,1312868600
06059075606,.,3399108400
06059075607,2379100,.
06059075701,1537600,751078000
06059075702,268600,.
06059075703,149900,1108861000
06059075805,977200,.
06059075806,1507300,.
06059075807,563500,569038000
06059075808,304500,638388000
06059075809,184600,.
06059075810,116800,.
06059075811,583600,.
06059075812,1336100,547664500
06059075813,546900,.
06059075814,418000,.
06059075815,1190000,475664000
06059075816,1047100,.
06059075901,1508900,273758300
06059075902,3078500,.
06059076000,3135800,.
06059076101,5340400,339603100
06059076102,1887900,.
06059076103,2255700,.
06059076201,1588600,736713400
06059076202,1335500,648056800
06059076204,1184200,.
06059076205,1136800,.
06059076206,1088100,604965000
06059076208,1200400,524803500
06059086301,664300,564720800
06059086303,3411100,328060000
06059086304,1713700,294792000
06059086305,249000,.
06059086306,998300,314885000
06059086402,694800,.
06059086404,1080700,324435900
06059086405,1434900,251786000
06059086406,1476000,157675200
06059086407,1809300,317362500
06059086501,1075500,.
06059086502,1084100,.
06059086601,2174300,243512000
06059086602,1752300,.
06059086701,1622000,.
06059086702,1894400,227591700
06059086801,422200,313847200
06059086802,1301400,276669400
06059086803,2736800,367075600
06059086901,2424500,.
06059086902,1350300,.
06059086903,2091200,261489500
06059087001,1330400,.
06059087002,2250300,.
06059087101,1763300,.
06059087102,2299100,.
06059087103,1825900,478817000
06059087105,998300,274737500
06059087106,1173600,196033000
06059087200,2440400,384940000
06059087300,3177300,290921400
06059087401,337100,.
06059087403,613100,.
06059087404,876300,.
06059087405,1380000,91390000
06059087503,1731900,.
06059087504,1927500,.
06059087505,1068200,.
06059087601,1369300,.
06059087602,1454200,.
06059087701,1176000,347466700
06059087703,841800,.
06059087704,612700,.
06059087801,1076600,307729300
06059087802,1302100,.
06059087803,1576200,84185000
06059087805,1148900,.
06059087806,1425500,185400700
06059087901,723800,200909000
06059087902,867000,222964500
06059088001,683000,.
06059088002,734100,.
06059088101,421800,.
06059088104,1448700,.
06059088105,290900,419860500
06059088106,1217800,215343200
06059088107,1370500,.
06059088201,618400,305804000
06059088202,368300,287753100
06059088203,1254800,.
06059088301,1024700,400334900
06059088302,788100,.
06059088401,678400,.
06059088402,981900,198320300
06059088403,1413800,349076300
06059088501,1134100,369604000
06059088502,1019900,.
06059088601,1327700,.
06059088602,1020900,284864900
06059088701,1662400,.
06059088702,1063100,393648900
06059088801,2487800,287148000
06059088802,1016800,.
06059088901,1231100,313529000
06059088902,886300,278584500
06059088903,1441500,.
06059088904,847300,.
06059088905,1130500,.
06059089001,1011200,333231200
06059089003,760100,.
06059089004,1116900,.
06059089102,889500,.
06059089104,1044100,.
06059089105,1181700,.
06059089106,905900,96012600
06059089107,596300,366412400
06059099202,1223800,.
06059099203,844900,416259900
06059099204,743300,491497000
06059099212,1714800,353003000
06059099214,236900,.
06059099215,895500,848166300
06059099216,696500,712558100
06059099217,302800,553056200
06059099220,1670900,789082000
06059099222,1277900,400155200
06059099223,1210800,409621000
06059099224,444700,.
06059099225,133900,.
06059099226,500800,.
06059099227,1419300,.
06059099229,2182800,.
06059099230,749700,622053600
06059099231,427900,1165217300
06059099232,665200,870034400
06059099233,163200,.
06059099234,423100,.
06059099235,1548500,513108700
06059099237,809000,676765200
06059099238,405000,.
06059099239,397200,.
06059099240,1934300,848204700
06059099241,1364800,371765500
06059099242,968200,393183000
06059099243,487500,967778800
06059099244,577500,.
06059099245,430600,655733600
06059099246,535400,.
06059099247,470100,120117000
06059099248,1205000,104028000
06059099249,777400,97701000
06059099250,848400,.
06059099251,2586400,.
06059099305,3536500,.
06059099306,3072700,.
06059099307,717200,.
06059099308,325800,.
06059099309,1686500,1154340000
06059099310,2214000,804365000
06059099311,1688300,.
06059099402,2482100,.
06059099404,1079100,950286800
06059099405,1290200,582105000
06059099406,1383500,.
06059099407,536000,405022700
06059099408,1004700,.
06059099410,2508400,.
06059099411,2669400,.
06059099412,1464300,756522500
06059099413,2571400,.
06059099415,649500,.
06059099416,2452200,230774300
06059099417,1740600,846161200
06059099502,231800,.
06059099504,.,.
06059099506,569000,365150000
06059099508,1754500,370015800
06059099509,38600,499990700
06059099510,49300,.
06059099511,1888700,903593000
06059099512,1985500,406155000
06059099513,549500,.
06059099514,733700,2311636200
06059099601,1527100,.
06059099602,783000,336373900
06059099603,1004900,.
06059099604,712300,588946500
06059099605,803800,709990700
06059099701,1652600,.
06059099702,1173900,802699100
06059099703,1219900,609259000
06059099801,1214100,.
06059099802,1819300,.
06059099803,1240500,216236000
06059099902,714200,.
06059099903,1199600,393468900
06059099904,1685000,.
06059099905,1233200,.
06059099906,459800,804638800
06059110001,862600,.
06059110003,400200,447297400
06059110004,412400,820256600
06059110005,291700,.
06059110006,518400,.
06059110007,287700,1550148000
06059110008,626200,1036588500
06059110010,314200,727387000
06059110011,437500,470065600
06059110012,643700,1192995000
06059110014,2728300,.
06059110015,438200,.
06059110102,761000,.
06059110104,1069600,604568500
06059110106,478500,.
06059110108,846100,.
06059110109,1264700,589072900
06059110110,1418600,.
06059110111,1090300,.
06059110113,210900,298966300
06059110114,472800,722530000
06059110115,450500,.
06059110116,711500,.
06059110117,1874500,.
06059110118,52300,.
06059110201,1682200,.
06059110202,1992600,387439000
06059110203,792900,493739500
06059110301,1632300,560049400
06059110302,760200,467128000
06059110303,902900,423928800
06059110304,811300,.
06059110401,516400,475157200
06059110402,1006600,299034200
06059110500,2087500,.
06059110603,2816200,.
06059110604,807000,.
06059110605,1552800,.
06059110606,1289700,91754000
06059110607,1348800,.
06059980000,.,.
06059990100,.,.
06061020104,263700,.
06061020105,139900,.
06061020106,259400,.
06061020107,683900,.
06061020200,816600,.
06061020300,1447500,.
06061020401,662400,171947400
06061020402,465000,.
06061020501,243600,.
06061020502,267800,805540200
06061020601,414000,1755936600
06061020602,501200,1710192900
06061020604,718700,1259313300
06061020605,636300,.
06061020606,342100,.
06061020710,465600,554016100
06061020711,1917600,240026800
06061020712,917400,259260400
06061020713,792200,187854000
06061020714,546900,411950100
06061020715,408200,281934100
06061020717,861400,398833400
06061020805,950700,261487900
06061020806,802700,.
06061020901,656600,.
06061020908,1858200,481093300
06061021003,1252800,501073700
06061021034,530500,419333500
06061021035,1161700,840080900
06061021037,667400,173755700
06061021038,785800,639709200
06061021039,155500,355172200
06061021040,403200,654066300
06061021043,505300,406881400
06061021044,564000,632439200
06061021045,729200,169753800
06061021046,1575600,.
06061021103,563600,259468700
06061021106,342500,.
06061021108,615200,.
06061021109,602900,.
06061021122,46300,696345700
06061021123,615300,1103360800
06061021128,722700,.
06061021129,1059500,124657200
06061021130,1232800,.
06061021131,1916400,.
06061021203,1004400,746593500
06061021204,148800,507834100
06061021304,597800,735759500
06061021309,1771200,1258469400
06061021322,1381900,.
06061021401,350600,155547500
06061021403,1204200,270845500
06061021501,665500,621474200
06061021502,450200,.
06061021603,1457200,248292400
06061021604,213700,.
06061021801,162500,.
06061021802,744300,.
06061021901,362200,317056200
06061021902,136700,764808300
06061022002,1083400,647558800
06061022011,403100,538160700
06061022013,215200,268914300
06061022014,137100,.
06061022100,55900,.
06061022200,97100,136990000
06061022300,.,.
06061022400,1083600,614498000
06061022500,217900,933589400
06061022600,1643800,.
06061022800,1092700,460271900
06061022900,1317400,.
06061023000,352800,.
06061023100,1289800,909905700
06061023200,652000,532255800
06061023300,638000,420352400
06061023400,849400,404594100
06061023500,462100,806030800
06061023600,510900,1174476200
06061023700,347500,.
06061023800,371600,765669000
06061023900,312400,296178400
06061990000,.,.
06063000100,677400,344297000
06063000201,119700,.
06063000202,88100,81687200
06063000300,357200,.
06063000400,198100,227027000
06063000501,288200,.
06063000502,100100,328530100
06065030101,265800,.
06065030103,382900,71372400
06065030104,882100,.
06065030200,1085900,287975900
06065030300,1293600,.
06065030400,942000,.
06065030501,745400,.
06065030502,268800,.
06065030503,773000,27634000
06065030601,277200,1156456200
06065030602,392100,.
06065030603,130800,456079300
06065030700,1249900,355538000
06065030800,958200,487880800
06065030900,207700,163816500
06065031001,957600,352945500
06065031002,765500,.
06065031100,771100,.
06065031200,1001700,.
06065031300,277100,96482000
06065031401,1547200,242112000
06065031402,1606200,.
06065031501,1204600,169429700
06065031502,1320100,.
06065031601,821500,167079000
06065031602,1180100,138015900
06065031701,289100,264512000
06065031702,356500,.
06065031703,569400,232110900
06065031704,1013800,239554700
06065040101,326500,182348500
06065040102,442800,190354600
06065040201,740600,283194900
06065040202,324100,.
06065040203,566600,66869000
06065040204,459000,59797000
06065040301,828000,.
06065040302,177500,624866400
06065040303,322100,167812400
06065040402,315900,.
06065040403,363600,322100300
06065040404,267400,.
06065040405,690200,492596100
06065040501,553600,.
06065040502,1034000,.
06065040503,1378800,.
06065040603,211000,288215000
06065040604,176800,587923800
06065040605,320000,157749000
06065040606,541600,.
06065040607,2237000,.
06065040609,916400,.
06065040611,1075500,.
06065040613,1936300,1135968800
06065040615,1210700,.
06065040616,706000,.
06065040701,51200,325011000
06065040702,211600,307330600
06065040703,322800,330890400
06065040806,193500,.
06065040807,189400,387386800
06065040808,1494200,.
06065040809,371100,283520500
06065040812,428800,298054300
06065040813,618200,.
06065040814,1829500,.
06065040815,1003500,.
06065040816,454500,.
06065040821,2038600,.
06065040901,1987100,277451600
06065040902,509200,332170900
06065040903,392200,.
06065040904,393300,213048400
06065041001,540700,.
06065041002,209700,.
06065041003,303800,138333500
06065041004,908300,182723100
06065041101,1080600,.
06065041102,552900,134622000
06065041201,763800,148477800
06065041202,343900,.
06065041203,644700,92536700
06065041301,326000,131302900
06065041302,598500,.
06065041403,515100,.
06065041404,395300,245083400
06065041405,599000,.
06065041406,1633300,214811600
06065041407,1130400,145448200
06065041408,1211700,.
06065041409,840200,.
06065041410,379400,87767000
06065041411,152800,139949000
06065041412,490700,225051400
06065041500,1121000,59840000
06065041600,1552500,68045000
06065041702,444700,.
06065041703,1722500,66755000
06065041704,623800,99174000
06065041803,722100,.
06065041804,154000,592257200
06065041805,1545400,348466000
06065041806,339800,540192200
06065041807,184800,.
06065041808,1269800,.
06065041809,1319500,316261000
06065041810,287800,857153200
06065041812,267400,.
06065041813,1367200,.
06065041904,195300,444153500
06065041905,715500,153482500
06065041906,1042600,.
06065041909,528300,426663300
06065041910,932100,789572000
06065041911,1341300,1347982400
06065041912,646200,782088200
06065041913,1006200,.
06065042003,344300,.
06065042004,98800,415775700
06065042005,408000,686677600
06065042007,380500,454608300
06065042008,309100,837174600
06065042009,573800,570014000
06065042010,669700,172425500
06065042012,1331000,393209500
06065042013,404200,.
06065042014,997900,.
06065042206,2379300,268309000
06065042207,484000,408193800
06065042208,192900,327508800
06065042209,1070500,.
06065042210,1886500,.
06065042212,913700,.
06065042213,998600,.
06065042214,676200,.
06065042217,763500,.
06065042300,891200,.
06065042401,115700,.
06065042402,534300,.
06065042403,367600,224887000
06065042404,323300,.
06065042405,1533400,.
06065042406,509500,.
06065042407,368700,.
06065042408,280400,163575200
06065042409,499300,142951700
06065042410,671600,281087400
06065042411,236700,175294300
06065042412,227000,.
06065042505,592500,.
06065042506,2460800,191817000
06065042507,383700,.
06065042508,497300,.
06065042509,258300,113230300
06065042510,432000,163616000
06065042511,520900,119709000
06065042512,632600,.
06065042513,247600,.
06065042514,531700,68460200
06065042515,802300,.
06065042516,623200,76386100
06065042517,258500,.
06065042518,518800,117489700
06065042519,459000,.
06065042520,726000,.
06065042521,513900,156927300
06065042617,1287400,.
06065042618,870900,242028400
06065042619,1252600,497482900
06065042620,1001200,.
06065042621,761400,.
06065042622,814100,204828000
06065042623,554500,278046000
06065042624,330700,.
06065042706,1113900,236977100
06065042708,705200,.
06065042709,449900,.
06065042711,1325200,327952100
06065042714,486100,.
06065042715,2426700,.
06065042716,655900,579520000
06065042717,606800,.
06065042719,564500,.
06065042720,459300,.
06065042723,680100,.
06065042724,495500,.
06065042726,600300,.
06065042728,100000,103695700
06065042729,1585300,.
06065042730,522600,.
06065042731,502900,409079100
06065042732,405800,427725400
06065042733,452000,518250200
06065042737,240400,203042100
06065042738,1299800,.
06065042739,502900,.
06065042740,162200,192896000
06065042741,452500,158204500
06065042742,618200,266892200
06065042743,193600,.
06065042744,389600,.
06065042745,510000,472702600
06065042800,1206200,.
06065042901,799100,223632300
06065042902,570300,111691100
06065042903,483000,.
06065042904,776500,.
06065043001,1039900,118752500
06065043003,1249200,.
06065043005,787900,173876500
06065043006,985900,116367000
06065043007,609800,633038800
06065043008,997700,384361800
06065043009,272200,.
06065043010,463100,.
06065043206,1941600,.
06065043211,718100,404720000
06065043216,2131900,.
06065043217,456300,.
06065043218,382000,.
06065043220,1615400,.
06065043222,454500,.
06065043227,1200100,471173300
06065043228,1256600,.
06065043229,774100,561582800
06065043235,814400,441809500
06065043239,1015900,.
06065043240,1592700,779888700
06065043242,738800,.
06065043244,1337200,815588400
06065043246,854100,.
06065043247,1052100,851409300
06065043248,760600,.
06065043250,1941900,.
06065043252,1473700,729586900
06065043254,455200,.
06065043256,429000,.
06065043257,949100,.
06065043262,587600,558344000
06065043264,440800,.
06065043265,1002700,.
06065043266,1918900,165094000
06065043267,488400,751016400
06065043270,872800,426504900
06065043271,489500,247231300
06065043272,301600,1224717800
06065043274,193700,186341300
06065043276,622800,317643500
06065043278,675600,.
06065043279,327900,355879100
06065043291,1775200,676193800
06065043304,364300,674879300
06065043306,829500,147434600
06065043307,1258700,.
06065043308,586900,45593800
06065043309,619700,.
06065043310,633100,87888000
06065043311,280100,133493800
06065043312,685800,105923000
06065043313,473400,.
06065043314,379100,159664500
06065043315,290200,119769300
06065043316,581700,.
06065043317,1091600,.
06065043401,1108400,.
06065043403,384500,.
06065043404,545400,91078400
06065043405,715100,.
06065043503,1049200,.
06065043504,567600,569267400
06065043505,1079100,.
06065043506,521800,400931500
06065043507,1324500,95185600
06065043508,866100,262584900
06065043509,540300,151023700
06065043512,808800,.
06065043513,229800,.
06065043517,654400,.
06065043601,575500,.
06065043602,663500,.
06065043701,295400,.
06065043702,505300,167581400
06065043703,323400,.
06065043802,377600,384070400
06065043807,834300,.
06065043809,102400,283723500
06065043810,357500,497773100
06065043811,305400,.
06065043812,399000,773034800
06065043813,596300,.
06065043814,37100,.
06065043818,460200,244751000
06065043820,335300,.
06065043821,564500,.
06065043822,280100,208053500
06065043823,734900,722641400
06065043900,746700,.
06065044000,386900,.
06065044101,566700,.
06065044102,421400,.
06065044103,937100,.
06065044104,326000,.
06065044200,847300,238917700
06065044300,571700,.
06065044402,285000,.
06065044403,466000,.
06065044404,247200,78292000
06065044405,259100,177236900
06065044505,685700,224564500
06065044507,1050200,.
06065044509,777400,66394400
06065044510,1338700,76051900
06065044515,392700,.
06065044516,943100,.
06065044517,350400,.
06065044518,772000,219666600
06065044520,171100,124168000
06065044521,225000,.
06065044522,316900,162488900
06065044602,893000,.
06065044604,563500,.
06065044605,941100,466252900
06065044606,573000,.
06065044701,1026700,.
06065044702,215800,63643200
06065044804,451600,.
06065044805,351800,325730500
06065044806,836400,186387000
06065044807,564800,.
06065044904,580400,.
06065044907,1112500,.
06065044911,1172400,297557600
06065044915,1587800,.
06065044916,1087800,405378600
06065044917,538200,.
06065044918,517300,899295200
06065044919,589900,.
06065044921,280900,601200600
06065044922,1445600,563938400
06065044923,431200,231604800
06065044924,520300,242566000
06065044925,277200,.
06065044926,441200,167362000
06065044927,826500,.
06065044928,452700,.
06065044929,908900,589535900
06065044930,841200,.
06065044931,299100,118524800
06065044932,551200,258009600
06065045000,730900,293925000
06065045103,732500,.
06065045108,1824500,.
06065045109,494700,274684000
06065045110,844600,270574100
06065045114,319800,556478800
06065045115,164400,407472900
06065045116,364400,.
06065045117,960000,.
06065045118,626800,223665500
06065045119,475600,211194100
06065045120,1204200,.
06065045121,928600,.
06065045122,184500,.
06065045123,119900,492539100
06065045124,707300,.
06065045125,319700,1645105800
06065045207,1079300,.
06065045209,786700,169776300
06065045212,146200,356283800
06065045213,848300,269207000
06065045214,971500,.
06065045215,1168600,711340300
06065045216,201900,390181700
06065045217,850600,.
06065045222,308100,180303300
06065045224,437900,.
06065045226,551100,.
06065045228,513400,.
06065045233,1243800,219995000
06065045302,432700,117955600
06065045303,398600,76475900
06065045304,1236000,.
06065045501,766500,.
06065045502,591400,.
06065045604,849600,.
06065045605,280900,448509700
06065045606,505000,.
06065045608,175300,1224146400
06065045609,413200,.
06065045703,258600,286614100
06065045704,290100,.
06065045705,1433700,.
06065045706,532800,94588000
06065045707,686900,.
06065045900,105000,.
06065046101,600700,67876100
06065046102,303500,.
06065046103,230000,.
06065046200,408200,80453000
06065046401,538000,.
06065046402,974300,.
06065046403,977700,.
06065046404,1003100,343082500
06065046405,263000,210354400
06065046500,1213900,.
06065046601,114100,.
06065046602,308600,438512500
06065046700,1639400,51946000
06065046800,706000,233845000
06065046900,131100,47283000
06065047000,157400,73030200
06065047201,169300,28263100
06065047202,95700,.
06065047900,1200200,1729164900
06065048100,731900,980962600
06065048200,494900,.
06065048300,812100,307714700
06065048700,499500,.
06065048800,485600,220678800
06065048901,454700,141120300
06065048902,1158500,.
06065049000,916500,520721700
06065049100,942300,.
06065049400,590900,312924900
06065049500,726100,.
06065049600,3018200,391947000
06065049700,1081800,947097900
06065049800,967900,.
06065050300,1256900,1002955000
06065050400,1674900,640193400
06065050500,2537200,.
06065050600,977000,.
06065050700,1640100,.
06065050900,1757600,292080000
06065051100,1186500,281977000
06065051200,929100,610360000
06065051300,857400,397382900
06065051400,856600,1331546100
06065940100,.,18235000
06065940400,263000,.
06065940500,386300,.
06065940600,477600,.
06065940700,699900,358158400
06065940800,471000,.
06065940900,226200,.
06065941000,529700,.
06065941100,167600,.
06065941200,374700,.
06065941300,659700,423089600
06065941400,1271100,.
06065941500,275800,210927600
06065980004,.,.
06065981000,.,.
06067000100,543100,.
06067000200,695300,.
06067000300,555200,640941600
06067000400,1623100,286144000
06067000500,1463600,111087700
06067000600,479100,.
06067000700,273400,.
06067000800,1263600,51025000
06067001101,1546100,96063000
06067001200,2075100,110705000
06067001300,1809400,.
06067001400,1486100,.
06067001500,1681100,.
06067001600,1220600,930727200
06067001700,922200,466117000
06067001800,1875500,238328100
06067001900,1322400,140063200
06067002000,1150200,109697000
06067002100,909900,.
06067002200,732400,279005000
06067002300,452000,.
06067002400,681200,890033300
06067002500,104200,.
06067002600,516600,354628000
06067002700,908400,.
06067002800,746400,52436900
06067002900,1080700,355696200
06067003000,1460900,.
06067003101,431800,.
06067003102,441600,133474000
06067003202,839700,.
06067003203,410000,55937000
06067003204,757700,.
06067003300,666400,632520400
06067003400,718300,417048300
06067003501,571600,.
06067003502,519300,214164400
06067003600,433100,.
06067003700,796700,80868500
06067003800,969300,.
06067003900,516100,522347700
06067004001,1230600,.
06067004004,938800,681031900
06067004005,1248400,391458800
06067004006,1537400,350585700
06067004008,449000,.
06067004009,1301300,543902000
06067004010,1932600,284986000
06067004011,730600,492172900
06067004012,603800,417472300
06067004100,1007000,118805000
06067004201,721200,195195400
06067004202,876000,179694500
06067004203,1028700,.
06067004300,1407100,.
06067004401,587500,.
06067004402,793300,.
06067004501,745100,.
06067004502,810200,60051000
06067004601,1589300,.
06067004602,936900,75059800
06067004701,674300,51696100
06067004702,1130900,.
06067004801,855500,.
06067004802,707000,123052800
06067004903,1142500,.
06067004904,806600,.
06067004905,1511400,176323300
06067004906,425300,.
06067005001,1373500,203555700
06067005002,1187500,96362100
06067005101,667000,113799000
06067005102,589900,.
06067005201,702500,.
06067005202,619000,262224500
06067005204,592000,356570900
06067005205,718200,32142000
06067005301,188300,.
06067005402,1923300,.
06067005403,394800,.
06067005404,1383000,.
06067005502,1308800,115842300
06067005505,1386100,.
06067005506,1137600,.
06067005508,1196200,.
06067005509,843000,.
06067005510,2362800,23262000
06067005601,1365400,.
06067005605,741900,140850000
06067005606,933000,490562300
06067005701,529600,563934500
06067005702,259300,1003574700
06067005801,646400,583375400
06067005803,294100,.
06067005804,280000,604138500
06067005901,1003400,612545800
06067005903,803500,.
06067005904,868700,373724000
06067006002,1010400,204613500
06067006003,1284600,159820400
06067006004,417600,233586500
06067006101,1422000,200770700
06067006102,1249700,.
06067006201,1628100,.
06067006202,936300,80039600
06067006300,991200,131935000
06067006400,821800,140167400
06067006500,1136600,.
06067006600,1303800,.
06067006701,1426200,252209500
06067006702,1139800,.
06067006800,1471100,.
06067006900,1225100,.
06067007001,541300,86932200
06067007004,1704500,.
06067007007,930400,187760100
06067007010,2162100,.
06067007011,1900600,175060400
06067007012,770800,170145000
06067007013,688900,.
06067007014,1697300,240304600
06067007015,1373500,312749000
06067007016,1127100,337104900
06067007017,514400,243815000
06067007018,2354100,.
06067007019,380000,.
06067007020,1023200,406734100
06067007101,.,55630000
06067007102,1643600,682294800
06067007103,1840800,117409900
06067007104,1374300,655787100
06067007105,1301700,418193100
06067007106,1415200,566362700
06067007107,766200,.
06067007202,364900,215962300
06067007204,537100,.
06067007206,390900,325147600
06067007207,305300,.
06067007208,466600,240859200
06067007209,371000,.
06067007301,1042500,.
06067007402,935400,.
06067007403,598100,.
06067007406,1341200,.
06067007413,1291800,125984700
06067007414,793500,.
06067007415,351300,171030800
06067007416,711300,.
06067007417,307800,.
06067007421,510200,.
06067007422,536200,.
06067007423,1339500,51174900
06067007424,876000,69642800
06067007426,569900,89443600
06067007427,1419900,373497000
06067007428,454900,189732700
06067007429,1215700,.
06067007430,1355700,.
06067007431,334100,.
06067007432,608300,.
06067007433,1336100,366459500
06067007501,1782300,146159500
06067007503,1340500,.
06067007504,405300,.
06067007601,1784300,412933800
06067007602,969300,.
06067007701,1810700,272855500
06067007702,1014500,823915300
06067007801,1393300,473823100
06067007802,774000,.
06067007903,994400,.
06067007904,768300,.
06067007905,667300,.
06067007906,810700,309038000
06067008005,259200,704471000
06067008006,1020600,.
06067008007,561700,314269500
06067008008,789100,482563700
06067008009,845900,557797100
06067008010,979400,.
06067008111,742200,388294000
06067008113,738600,.
06067008117,371900,.
06067008119,795500,364261300
06067008120,1391300,213122500
06067008122,963800,.
06067008124,512500,.
06067008125,640300,.
06067008127,747100,.
06067008128,283100,.
06067008129,344500,193992500
06067008130,346200,190642400
06067008131,997800,216278800
06067008132,316200,.
06067008133,761400,175760700
06067008134,1076200,211181200
06067008135,1582200,.
06067008136,734000,.
06067008137,624000,117748500
06067008138,689200,.
06067008139,1491700,.
06067008140,576200,175455700
06067008141,1841500,181908600
06067008142,978500,.
06067008143,994700,212985900
06067008144,319500,.
06067008145,810800,663032700
06067008203,446200,.
06067008204,864300,.
06067008206,781200,500723500
06067008207,677900,405422900
06067008208,783500,341024800
06067008209,818300,614387000
06067008210,833900,866888000
06067008211,187300,407397000
06067008402,876900,562266400
06067008403,1589700,544986800
06067008404,914700,.
06067008501,463400,934779800
06067008504,850100,.
06067008505,216300,381771500
06067008506,2114600,.
06067008507,1303000,.
06067008508,1116600,912631400
06067008509,320000,.
06067008510,125200,797953400
06067008512,331700,700147200
06067008513,478100,.
06067008600,314700,1175855500
06067008702,87000,580314800
06067008703,693600,.
06067008704,506300,252370000
06067008705,382300,.
06067008801,249000,.
06067008905,769900,.
06067008907,1068500,173310900
06067008908,1011100,171244300
06067008909,370200,168664000
06067008910,749000,.
06067008911,541500,64591900
06067008912,405500,205474100
06067008913,699700,192048600
06067009004,676300,130789400
06067009005,658400,.
06067009006,862400,.
06067009007,991100,.
06067009008,895300,.
06067009010,1929300,.
06067009011,439200,375253000
06067009103,846700,.
06067009105,435000,.
06067009106,1138600,237223400
06067009107,544200,221025500
06067009108,554500,255801000
06067009109,738400,.
06067009110,504400,6895000
06067009111,1414600,.
06067009112,594500,186411700
06067009201,347100,328289500
06067009307,786300,.
06067009308,649200,.
06067009309,128300,188841000
06067009310,1129600,.
06067009311,737100,.
06067009312,878600,.
06067009314,788500,412338300
06067009316,417400,.
06067009317,861800,.
06067009318,427700,83020000
06067009319,514700,204725000
06067009320,869700,.
06067009321,682500,266064600
06067009322,1661000,880779900
06067009323,840800,634869600
06067009324,117800,.
06067009325,21600,.
06067009326,167900,640006400
06067009328,298000,.
06067009329,352800,119274500
06067009330,202300,449869000
06067009331,780000,.
